,gene,start,end
5987,fliE,2056005,2056331
5990,fliF,2056526,2058218
5993,fliG,2058194,2059206
5996,fliH,2059189,2059906
6000,fliI,2059886,2061276
6002,fliJ,2061282,2061741
6006,fliK,2061726,2062955
6008,fliL,2063043,2063527
6012,fliM,2063521,2064536
6014,fliN,2064519,2064946
6017,fliO,2064946,2065323
6020,fliP,2065310,2066060
6022,fliQ,2066060,2066339
6026,fliR,2066332,2067142
6028,rcsA,2067341,2068047
6033,dsrB,2068086,2068293
6037,yodD,2068397,2068636
6040,dsrA,2068647,2068736
6044,yedP,2068937,2069761
6047,STM1987,2069740,2071466
6050,STM1988,2071617,2071862
6052,yedI,2071879,2072802
6055,yedA,2072966,2073886
6057,vsr,2073875,2074352
6060,dcm,2074326,2075768
6063,yedJ,2075830,2076533
6066,STM1994,2076617,2076928
6069,ompS,2077561,2078762
6072,cspB,2079222,2079448
6075,umuC,2079889,2081171
6077,umuD,2081160,2081667
6083,STM1999,2081706,2081867
6085,serU,2082174,2082260
6088,yeeI,2082348,2083145
6090,asnT,2083247,2083319
6094,asnT,2084217,2084289
6097,STM2005,2084449,2084928
6100,STM2006,2085395,2086101
6103,STM2007,2086918,2088612
6105,STM2008,2088663,2090399
6108,amn,2091304,2092770
6111,STM2010,2092798,2092965
6114,STM2011,2092954,2093284
6117,asnW,2094162,2094234
6120,yeeO,2094374,2095831
6122,asnU,2095992,2096064
6125,erfK,2096293,2097236
6128,cobT,2097300,2098383
6131,cobS,2098397,2099156
6133,cobU,2099137,2099693
6137,cbiP,2099679,2101205
6139,cbiO,2101196,2102017
6143,cboQ,2102020,2102703
6145,cbiN,2102684,2102971
6149,cbiM,2102967,2103709
6151,cbiL,2103701,2104422
6155,cbiK,2104411,2105212
6158,cbiJ,2105208,2106005
6160,cbiH,2105996,2106728
6164,cbiG,2106721,2107781
6166,cbiF,2107757,2108537
6169,cbiT,2108514,2109098
6173,cbiE,2109082,2109694
6176,cbiD,2109681,2110825
6178,cbiC,2110820,2111459
6182,cibB,2111463,2112428
6185,cbiA,2112419,2113805
6188,pocR,2114396,2115320
6191,pduF,2115524,2116324
6194,pduA,2116837,2117127
6197,pudB,2117232,2117936
6200,pduC,2117950,2119619
6203,pduD,2119624,2120304
6206,pduE,2120313,2120840
6209,pduG,2120844,2122682
6212,pduH,2122665,2123022
6215,pduJ,2123033,2123316
6218,pduK,2123320,2123802
6221,pduL,2123795,2124434
6223,pduM,2124426,2124922
6226,pduN,2124918,2125201
6229,pduO,2125205,2126221
6233,pduP,2126213,2127612
6235,pduQ,2127618,2128736
6239,pduS,2128726,2130088
6241,pduT,2130085,2130645
6244,pduU,2130638,2130995
6247,pduV,2130995,2131452
6251,pduW,2131430,2132651
6253,pduX,2132709,2133611
6255,yeeX,2133645,2133993
6258,yeeA,2134225,2135296
6261,sbmC,2135402,2135880
6264,dacD,2136022,2137200
6267,phsC,2137318,2138096
6269,phsB,2138079,2138665
6273,phsA,2138672,2140956
6276,sopA,2141556,2143915
6279,sbcB,2144242,2145688
6282,yeeF,2145824,2147195
6285,yeeY,2147468,2148394
6288,yeeZ,2148428,2149265
6291,hisG,2149600,2150511
6294,hisD,2150600,2151918
6297,hisC,2151904,2152994
6300,hisB,2152980,2154058
6303,hisH,2154045,2154648
6307,hisA,2154637,2155385
6310,hisF,2155353,2156143
6312,hisI,2156131,2156748
6315,wzzB,2156829,2157822
6318,udg,2157955,2159121
6320,gnd,2159358,2160776
6323,rfbP,2160928,2162365
6326,rfbK,2162430,2163870
6329,rfbM,2163850,2165292
6332,rfbN,2165290,2166240
6335,rfbU,2166235,2167302
6338,rfbV,2167616,2168622
6341,rfbX,2168622,2169914
6343,rfbJ,2169996,2170901
6346,rfbH,2170923,2172243
6349,rfbG,2172263,2173347
6352,rfbF,2173347,2174127
6355,rfbI,2174117,2175109
6357,rfbC,2175115,2175677
6360,rfbA,2175667,2176551
6363,rfbD,2176593,2177505
6366,rfbB,2177492,2178590
6369,galF,2178954,2179862
6372,wcaM,2180025,2181436
6375,wcaL,2181439,2182667
6378,wcaK,2182656,2183946
6381,wzxC,2183958,2185448
6384,wcaJ,2185569,2186974
6387,cpsG,2187017,2188399
6390,manC,2188498,2189946
6392,wcaI,2189937,2191171
6395,wcaH,2191157,2191630
6398,wcaG,2191633,2192612
6402,gmd,2192601,2193734
6405,wcaF,2193746,2194312
6408,wcaE,2194316,2195070
6411,wcaD,2195075,2196296
6414,wcaC,2196264,2197492
6416,wcaB,2197478,2197981
6420,wcaA,2197969,2198824
6423,wzc,2198898,2201068
6425,wzb,2201054,2201515
6429,wza,2201509,2202775
6433,yegH,2203306,2204903
6436,asmA,2204989,2206854
6439,dcd,2206884,2207479
6442,udk,2207556,2208212
6445,yegE,2208522,2211518
6448,alkA,2211486,2212521
6454,yegD,2212475,2213841
6457,STM2126,2214267,2215523
6461,yegN,2215507,2218645
6463,yegO,2218634,2221726
6466,yegB,2221709,2223135
6469,baeS,2223123,2224538
6472,baeR,2224528,2225257
6477,STM2133,2225838,2226728
6479,STM2134,2226721,2227444
6482,STM2135,2227449,2229566
6485,yegQ,2229673,2231043
6488,STM2137,2231494,2232540
6490,STM2138,2232576,2232997
6493,STM2139,2233114,2233455
6496,yegS,2233999,2234910
6499,fbaB,2234963,2236029
6502,yegT,2236257,2237540
6505,yegU,2237524,2238541
6508,yegV,2238530,2239503
6511,yegW,2239477,2240235
6514,thiD,2240259,2241072
6516,thiM,2241046,2241856
6520,STM2148,2242238,2242567
6523,stcD,2242830,2243848
6526,stcC,2243853,2246354
6529,stcB,2246356,2247053
6532,stcA,2247095,2247637
6535,yehE,2247904,2248203
6538,mrp,2248463,2249583
6541,metG,2249717,2251770
6544,yehR,2251999,2252469
6547,STM2156A,2252641,2253171
6549,yehS,2253228,2253703
6552,yehT,2253742,2254472
6555,yehU,2254458,2256156
6558,yehV,2256354,2257097
6561,STM2161,2257150,2257264
6564,yehW,2257245,2257992
6567,yehX,2257960,2258920
6570,yehY,2258900,2260089
6572,yehZ,2260073,2261002
6576,bglX,2261171,2263480
6579,dld,2263723,2265465
6582,pbpG,2265523,2266483
6585,yohC,2266636,2267234
6588,yohD,2267347,2267951
6591,yohF,2268000,2268768
6594,yohG,2268827,2270275
6597,STM2173,2270581,2270664
6599,yohI,2270722,2271672
6602,STM2175,2271769,2272969
6605,STM2176,2272977,2273628
6608,STM2177,2273630,2274336
6611,STM2178,2274347,2275391
6614,STM2179,2275396,2276760
6617,STM2180,2276873,2277788
6620,yohJ,2277907,2278318
6624,yohK,2278301,2279010
6626,cdd,2279153,2280048
6629,sanA,2280206,2280944
6632,b2145,2280921,2281186
6635,STM2186,2281379,2282632
6638,yeiA,2282612,2283861
6641,mglC,2283936,2284958
6644,mglA,2284962,2286494
6647,mglB,2286616,2287675
6653,galS,2288113,2289224
6660,yeiB,2289285,2290436
6664,folE,2290442,2291126
6668,yeiG,2291440,2292297
6670,STM2195,2292286,2292681
6673,STM2196,2292680,2294053
6676,STM2197,2294259,2295151
6679,STM2198,2295178,2296506
6682,cirA,2296550,2298554
6687,lysP,2298887,2300373
6690,yeiE,2300546,2301422
6693,yeiH,2301518,2302579
6697,nfo,2302588,2303515
6702,fruA,2303580,2305281
6705,fruK,2305285,2306234
6708,fruF,2306223,2307368
6711,setB,2307722,2308903
6713,STM2208,2308968,2309645
6715,STM2209,2309635,2309757
6719,yeiP,2310492,2311295
6721,yeiR,2311497,2312494
6724,yeiU,2312516,2313243
6727,spr,2313640,2314229
6730,rtn,2314547,2316111
6733,yejA,2316201,2318023
6736,yejB,2318014,2319127
6739,yejE,2319116,2320152
6743,yejF,2320141,2321743
6745,yejG,2321747,2322104
6748,bcr,2322482,2323684
6751,rsuA,2323700,2324412
6754,yejH,2324547,2326307
6756,rplY,2326421,2326716
6759,STM2225,2326825,2327451
6762,yejK,2327473,2328494
6765,yejL,2328647,2328887
6768,yejM,2328901,2330679
6771,STM2229,2330748,2330821
6774,STM2230,2330960,2331469
6777,STM2231,2331491,2331781
6779,oafA,2332124,2333958
6782,STM2233,2334012,2334468
6785,STM2234,2334833,2335365
6788,STM2235,2335363,2336616
6791,STM2236,2336665,2337190
6794,STM2237,2337197,2337533
6797,STM2238,2337817,2339154
6800,STM2239,2339183,2339561
6803,STM2240,2339566,2340564
6806,sspH2,2340884,2343255
6809,STM2242,2343419,2343626
6812,STM2243,2343919,2344717
6815,STM2244,2345007,2345216
6818,STM2245,2345408,2345977
6821,narP,2346688,2347348
6824,ccmH,2347392,2348446
6826,ccmG,2348432,2349000
6830,ccmF,2348986,2350931
6832,ccmE,2350914,2351404
6835,ccmD,2351390,2351614
6839,ccmC,2351599,2352356
6842,ccmB,2352388,2353063
6844,ccmA,2353044,2353681
6848,napC,2353682,2354293
6851,napB,2354294,2354743
6853,napH,2354859,2355741
6855,napG,2355715,2356425
6859,napA,2356417,2358914
6861,napD,2358900,2359176
6865,napF,2359153,2359660
6868,eco,2360058,2360552
6870,yojI,2360761,2362417
6873,alkB,2362480,2363222
6878,ada,2363133,2364246
6883,apbE,2364275,2365341
6887,ompC,2365442,2366750
6897,micF,2366829,2367009
6901,yojN,2367291,2369976
6904,rcsB,2369978,2370643
6907,rcsC,2370746,2373608
6910,gyrA,2373710,2376422
6918,STM2273,2376756,2377964
6921,STM2274,2377973,2379304
6924,STM2275,2379342,2380232
6927,ubiG,2380219,2381043
6935,nrdA,2381277,2383684
6940,nrdB,2383783,2384927
6943,yfaE,2384927,2385181
6945,STM2280,2385183,2386377
6948,STM2281,2386530,2387413
6951,glpQ,2387529,2388614
6954,glpT,2388604,2390082
6959,glpA,2390063,2391863
6977,glpB,2391840,2393112
6980,glpC,2393096,2394299
6983,STM2287,2394786,2395747
6986,STM2288,2395857,2396037
6989,STM2289,2396039,2396852
6992,yfaV,2396868,2398169
6995,yfaW,2398213,2399430
6997,yfaX,2399432,2400226
7000,STM2293,2400464,2401672
7003,yfaZ,2401775,2402422
7005,yfaO,2402583,2403021
7008,ais,2403066,2403680
7011,yfbE,2403942,2405109
7014,pmrF,2405099,2406095
7018,yfbG,2406078,2408074
7020,STM2300,2408057,2408970
7024,pqaB,2408950,2410613
7026,STM2302,2410610,2410945
7029,STM2303,2410928,2411322
7031,pmrD,2411317,2411585
7034,menE,2411672,2413059
7036,menC,2413036,2414010
7039,menB,2413998,2414866
7043,yfbB,2414870,2415642
7046,menD,2415625,2417307
7049,menF,2417381,2418690
7052,elaB,2418777,2419095
7055,elaA,2419137,2419610
7058,elaC,2419650,2420576
7061,STM2314,2420636,2421643
7064,yfbK,2421684,2423476
7067,nuoN,2424353,2425638
7070,nuoM,2425817,2427363
7073,nuoL,2427660,2429512
7075,nuoK,2429498,2429811
7079,nuoJ,2429797,2430363
7082,nuoI,2430362,2430920
7085,nuoH,2430919,2431907
7088,nuoG,2431893,2434633
7091,nuoF,2434650,2436001
7093,nuoE,2435984,2436498
7097,nuoC,2436487,2438303
7100,nuoB,2438376,2439049
7103,nuoA,2439054,2439694
7111,STM2329,2439892,2440048
7114,lrhA,2440124,2441072
7117,yfbQ,2441981,2443208
7120,STM2332,2443292,2443901
7123,yfbS,2443993,2445830
7126,yfbT,2445896,2446573
7128,yfbU,2446566,2447072
7131,STM2336,2447143,2447608
7134,ackA,2447927,2449140
7137,pta,2449206,2451361
7140,yfcC,2451564,2453099
7143,STM2340,2453148,2454108
7145,STM2341,2454094,2454930
7149,STM2342,2454921,2456319
7152,STM2343,2456333,2456611
7155,STM2344,2456686,2457135
7158,STM2345,2457374,2458401
7161,STM2346,2458407,2458972
7164,yfcE,2459018,2459581
7167,yfcF,2459625,2460278
7170,yfcG,2460401,2461059
7173,yfcH,2461174,2462078
7176,hisP,2462130,2462906
7178,hisM,2462917,2463636
7180,hisQ,2463621,2464320
7184,hisJ,2464490,2465282
7187,argT,2465510,2466303
7190,ubiX,2466581,2467163
7193,STM2357,2467177,2468589
7196,STM2358,2468647,2469757
7199,STM2359,2469752,2471185
7202,STM2360,2471264,2472666
7205,STM2361,2472865,2474299
7208,purF,2474335,2475866
7211,cvpA,2475890,2476455
7217,dedD,2476689,2477376
7220,folC,2477353,2478638
7223,accD,2478689,2479694
7228,dedA,2479753,2480427
7231,truA,2480461,2481290
7234,usg,2481273,2482301
7237,pdxB,2482354,2483504
7240,flk,2483580,2484595
7243,STM2372,2484592,2485782
7246,STM2373,2485950,2486331
7249,STM2374,2486491,2486745
7252,STM2375,2486906,2487282
7256,STM2376,2487274,2487800
7258,STM2377,2487867,2488528
7261,fabB,2488621,2489845
7264,STM2379,2489927,2491995
7267,yfcL,2492047,2492333
7270,yfcM,2492355,2492921
7273,yfcA,2492903,2493732
7276,mepA,2493712,2494546
7279,aroC,2494540,2495636
7282,yfcB,2495661,2496602
7285,yfcN,2496745,2497310
7288,sixA,2497410,2497905
7291,yfcX,2498104,2500265
7293,yfcY,2500251,2501573
7297,yfcZ,2501739,2502036
7302,fadL,2502255,2503701
7312,vacJ,2503762,2504530
7315,yfdC,2504792,2505747
7318,argW,2505821,2505892
7321,pgtE,2506054,2507005
7324,pgtA,2507260,2508512
7327,pgtB,2508497,2510509
7329,pgtC,2510500,2511698
7333,pgtP,2512122,2513520
7336,STM2400,2513796,2514053
7339,ddg,2514550,2515480
7342,yfdZ,2516004,2517251
7345,glk,2517963,2518944
7348,STM2404,2519120,2520367
7351,STM2405,2520387,2522046
7354,STM2406,2522205,2523217
7357,ypeC,2523318,2523657
7360,mntH,2523718,2524969
7364,nupC,2525190,2526504
7370,yfeA,2526557,2528746
7372,alaX,2528938,2529010
7375,alaW,2529056,2529128
7378,yfeC,2529340,2529714
7381,yfeD,2529716,2530108
7383,gltX,2530162,2531588
7386,valU,2531834,2531906
7389,valX,2531955,2532027
7392,valY,2532072,2532144
7395,lysV,2532152,2532224
7398,xapR,2532393,2533356
7403,xapB,2533546,2534814
7406,xapA,2534857,2535746
7411,yfeN,2535932,2536707
7414,yfeR,2536769,2537695
7416,yfeH,2537774,2538783
7419,STM2426,2538780,2539007
7421,lig,2539000,2541025
7424,zipA,2541087,2542082
7427,cysZ,2542287,2543066
7430,cysK,2543157,2544201
7438,ptsH,2544492,2544842
7443,ptsI,2544880,2546618
7446,crr,2546647,2547168
7449,STM2434,2547317,2547563
7452,pdxK,2547553,2548431
7455,ptsJ,2548498,2549794
7458,yfeJ,2549801,2550528
7461,yfeK,2550568,2550967
7464,yfeL,2550976,2551519
7467,cysM,2551650,2552569
7470,cysA,2552629,2553739
7472,cysW,2553716,2554596
7475,cysU,2554591,2555438
7479,cysP,2555424,2556546
7484,ucpA,2556598,2557404
7487,STM2446,2557627,2558537
7490,STM2447,2558621,2559207
7493,yfeZ,2559258,2559707
7495,STM2449,2559694,2560230
7497,amiA,2560324,2561201
7501,hemF,2561195,2562103
7503,STM2452,2562124,2562453
7505,STM2453,2562575,2563859
7508,eutR,2564059,2565126
7511,eutK,2565159,2565666
7514,eutL,2565666,2566336
7517,eutC,2566335,2567245
7520,eutB,2567250,2568624
7523,eutA,2568623,2570040
7525,eutH,2570023,2571264
7529,eutG,2571369,2572569
7531,eutJ,2572546,2573397
7535,eutE,2573396,2574813
7538,eutN,2574811,2575110
7540,eutM,2575211,2575513
7543,eutD,2575542,2576566
7545,eutT,2576555,2577370
7548,eutQ,2577355,2578060
7551,eutP,2578022,2578510
7555,eutS,2578514,2578865
7559,tnpA_3,2579330,2579794
7562,maeB,2579978,2582270
7565,talA,2582515,2583479
7568,tktB,2583487,2585499
7571,STM2475,2585562,2585800
7574,ypfG,2585920,2586980
7577,yffH,2587088,2587674
7580,STM2478,2587855,2589165
7583,aegA,2589614,2591584
7586,narQ,2591746,2593461
7589,acrD,2593632,2596759
7592,yffB,2597322,2597689
7596,dapE,2597681,2598820
7598,STM2484,2598841,2599048
7601,ypfI,2599075,2601104
7604,STM2486,2601109,2601981
7607,purC,2602103,2602982
7613,nlpB,2602991,2604037
7616,dapA,2604042,2604982
7621,gcvR,2605000,2605638
7623,bcp,2605621,2606108
7626,STM2492,2606155,2606508
7628,perM,2606695,2607776
7631,STM2494,2607957,2609433
7634,yfgD,2609462,2609832
7637,yfgE,2609859,2610584
7639,uraA,2610655,2611956
7642,upp,2612032,2612819
7648,purM,2613008,2614109
7653,purN,2614095,2614747
7656,ppk,2614919,2617002
7659,ppx,2617007,2618548
7661,STM2503,2618584,2620797
7663,STM2504,2620894,2621031
7665,STM2505,2621102,2621367
7668,STM2506,2621198,2621401
7671,STM2507,2621480,2621716
7673,STM2508,2621942,2622271
7675,STM2509,2622291,2622652
7678,guaA,2622804,2624396
7681,guaB,2624451,2626003
7686,xseA,2626078,2627427
7689,shdA,2627589,2633715
7692,ratB,2634402,2641716
7695,ratA,2641875,2647476
7698,sinI,2647592,2648558
7701,sinH,2648609,2650807
7704,yfgJ,2651147,2651380
7707,engA,2651457,2652941
7710,yfgL,2653048,2654236
7713,yfgM,2654237,2654872
7716,hisS,2654871,2656161
7719,gcpE,2656256,2657384
7722,yfgA,2657401,2658405
7724,yfgB,2658697,2659875
7727,ndk,2660070,2660510
7730,STM2527,2660622,2661485
7732,STM2528,2661485,2662300
7734,STM2529,2662287,2662923
7738,STM2530,2662913,2665318
7740,pbpC,2665447,2667762
7742,STM2532,2667763,2672709
7745,sseA,2672894,2673748
7748,STM2534,2673989,2674663
7751,sseB,2675232,2676017
7753,pepB,2676118,2677414
7756,yfhJ,2677648,2677857
7759,fdx,2677860,2678205
7762,hscA,2678197,2680059
7765,hscB,2680060,2680608
7770,yfhF,2680771,2681105
7773,nifU,2681123,2681523
7776,nifS,2681537,2682767
7779,yfhP,2682932,2683441
7782,STM2545,2683586,2684330
7785,suhB,2684427,2685239
7788,STM2547,2685372,2686262
7791,asrA,2686437,2687487
7794,asrB,2687483,2688309
7797,asrC,2688313,2689333
7800,STM2551,2689334,2690325
7802,STM2552,2690311,2690956
7806,csiE,2691059,2692352
7809,hcaT,2692347,2693495
7812,glyA,2693682,2695130
7819,hmpA,2695248,2696450
7822,cadC,2696564,2698176
7827,cadB,2698371,2699868
7832,cadA,2699938,2702095
7835,yjdL,2702140,2703611
7838,glnB,2703660,2704089
7844,yfhA,2704075,2705423
7846,yfhG,2705409,2706173
7849,yfhK,2706175,2707617
7851,purG,2708255,2712297
7857,STM2566,2712164,2712397
7860,yfhD,2712385,2713942
7862,yfhC,2713993,2714544
7864,yfhB,2714569,2715216
7867,STM2570,2715208,2716578
7870,STM2571,2716580,2717484
7873,yfhH,2717577,2718437
7876,STM2573,2718476,2719400
7879,STM2574,2719415,2720622
7882,STM2575,2720727,2721653
7884,yfhL,2721679,2721951
7887,acpS,2722063,2722460
7890,pdxJ,2722443,2723184
7893,recO,2723186,2723914
7895,era,2723926,2724842
7897,rnc,2724828,2725518
7901,lepB,2725782,2726767
7904,lepA,2726773,2728572
7907,gogB,2728973,2730470
7910,STM2585,2731352,2731902
7913,STM2585A,2733014,2733241
7915,STM2586,2733338,2733923
7918,STM2587,2733906,2734735
7921,STM2588,2734727,2737105
7924,STM2589,2737434,2740796
7927,STM2590,2740858,2741511
7929,STM2591,2741403,2742009
7933,STM2592,2742147,2742853
7936,STM2593,2742855,2743192
7939,STM2594,2743187,2746289
7941,STM2595,2746254,2746598
7945,STM2596,2746589,2746990
7948,STM2597,2747035,2747789
7951,STM2598,2747789,2748197
7954,STM2599,2748167,2749429
7957,STM2600,2749478,2750063
7960,STM2601,2750084,2750472
7963,STM2602,2750478,2750844
7966,STM2603,2750895,2751930
7969,STM2604,2751978,2752332
7972,STM2605,2752338,2753842
7975,STM2606,2753824,2755410
7977,STM2607,2755401,2755612
7981,STM2608,2755588,2757526
7983,STM2609,2757491,2758036
7987,STM2610,2758310,2758724
7990,STM2611,2758960,2759418
7993,STM2612,2759430,2759889
7995,STM2613,2759866,2760202
7999,STM2614,2760465,2761157
8002,STM2615,2761650,2761723
8005,STM2616,2762067,2762637
8008,STM2617,2762903,2763587
8010,STM2618,2763577,2763724
8014,STM2619,2763714,2764331
8017,STM2620,2764534,2765142
8020,STM2621,2765552,2765791
8023,STM2622,2766077,2766370
8025,STM2623,2766445,2766762
8028,STM2624,2766753,2767106
8031,STM2625,2767111,2767867
8034,STM2626,2767863,2768852
8037,STM2627,2768931,2769305
8039,STM2628,2769611,2770040
8042,STM2629,2770084,2770350
8045,STM2630,2770336,2770501
8048,STM2631,2770523,2770873
8050,STM2632,2770988,2773885
8053,STM2633,2773844,2775005
8056,STM2634,2775040,2775287
8059,STM2635,2775321,2775612
8062,STM2636,2775590,2776825
8065,rseC,2777317,2777808
8068,rseB,2777793,2778768
8070,rseA,2778749,2779417
8074,rpoE,2779431,2780026
8077,nadB,2780431,2782053
8079,yfiC,2782038,2782789
8082,srmB,2782896,2784240
8085,yfiE,2784258,2785163
8088,yfiK,2785247,2785847
8091,yfiD,2785909,2786307
8094,ung,2786599,2787300
8097,yfiF,2787416,2788465
8100,trxC,2788647,2789076
8103,yfiP,2789149,2789829
8105,yfiQ,2789870,2792543
8108,pssA,2792640,2794013
8111,yfiM,2794045,2794381
8114,kgtP,2794378,2795691
8117,STM2655,2795783,2796245
8120,rrfG,2796443,2796564
8123,rrlG,2796758,2799767
8126,gltW,2799961,2800033
8129,rrsG,2800121,2801663
8132,clpB,2802119,2804700
8135,yfiH,2804822,2805564
8138,rluD,2805550,2806542
8141,yfiO,2806644,2807399
8145,yfiA,2807659,2808009
8148,STM2666,2808106,2808160
8151,pheA,2808249,2809420
8154,STM2668,2809381,2810296
8157,tyrA,2810347,2811477
8160,aroF,2811478,2812684
8168,yfiR,2812974,2813506
8172,yfiN,2813485,2814719
8174,rplS,2814876,2815242
8177,trmD,2815264,2816045
8180,rimM,2816076,2816636
8183,rpsP,2816643,2816900
8186,ffh,2817205,2818579
8189,corE,2818732,2819523
8191,yfjD,2819588,2820829
8193,STM2680,2820944,2821555
8196,grpE,2821590,2822192
8198,STM2682,2822177,2822375
8202,yfjB,2822288,2823181
8205,recN,2823254,2824928
8208,smpA,2825061,2825415
8211,yfjF,2825581,2825881
8214,yfjG,2825861,2826337
8216,smpB,2826477,2826969
8220,STM2690,2839117,2840531
8224,STM2691,2840521,2842708
8226,STM2692,2842716,2843879
8228,10Sa,2844217,2844316
8233,STM2694,2844431,2844666
8236,STM2695,2844718,2845824
8238,STM2696,2845815,2846307
8242,STM2697,2846297,2849109
8244,STM2698,2849097,2849219
8248,STM2699,2849231,2849540
8251,STM2700,2849588,2850109
8254,STM2701,2850113,2851292
8257,STM2702,2851388,2851958
8260,STM2703,2851910,2852994
8263,STM2704,2852998,2853408
8266,STM2705,2853412,2854033
8269,STM2706,2853999,2855573
8271,STM2707,2855570,2856180
8274,STM2708,2856168,2857084
8276,STM2709,2857063,2857428
8280,STM2710,2857419,2858001
8283,STM2711,2858066,2858517
8285,STM2712,2858505,2858944
8288,STM2713,2858899,2859190
8292,STM2714,2859032,2859465
8295,STM2715,2859837,2860351
8297,STM2716,2860327,2860546
8301,STM2717,2860546,2860756
8304,STM2718,2860749,2861221
8307,STM2719,2861307,2861968
8310,STM2720,2861964,2863052
8313,STM2721,2863063,2863902
8316,STM2722,2864035,2865805
8319,STM2723,2865798,2866845
8322,STM2724,2866931,2868682
8325,STM2726,2868896,2869633
8328,STM2727,2869687,2869997
8330,STM2728,2869931,2870126
8334,STM2729,2870272,2872708
8336,STM2730,2872692,2873556
8339,STM2731,2873546,2873781
8343,STM2732,2873773,2874014
8346,STM2733,2874074,2874422
8349,STM2734,2874629,2875093
8352,STM2735,2875041,2875281
8355,STM2736,2875282,2875797
8358,STM2737,2875827,2876069
8361,STM2738,2876177,2876815
8364,STM2739,2876819,2877844
8366,STM2740,2878160,2879237
8369,STM2741,2879461,2880058
8372,STM2742,2880448,2881641
8374,STM2743,2881976,2882803
8376,STM2744,2883247,2883469
8379,STM2745,2883505,2885574
8381,STM2746,2886073,2887360
8384,STM2747,2887399,2888223
8387,STM2748,2888377,2888738
8390,STM2749,2888824,2889112
8393,STM2750,2889217,2889746
8396,STM2751,2889736,2890117
8400,STM2752,2890106,2891094
8402,STM2753,2891098,2892118
8405,STM2754,2892413,2893615
8407,STM2755,2893689,2894331
8410,STM2756,2894348,2894919
8413,STM2757,2894911,2895760
8416,STM2758,2895883,2897432
8419,STM2759,2897642,2899326
8422,STM2760,2900435,2901318
8425,STM2761,2901484,2903358
8427,STM2762,2903618,2904901
8429,STM2763,2905473,2906075
8432,STM2764,2906456,2906923
8434,STM2765,2907070,2907343
8437,STM2766,2907789,2908434
8440,STM2767,2908424,2910413
8442,STM2768,2910685,2911847
8443,fljA,2912627,2913166
8445,fljB,2913234,2914761
8448,hin,2914839,2915418
8451,iroB,2916374,2917496
8454,iroC,2917570,2921230
8457,iroD,2921334,2922584
8460,iroE,2922609,2923551
8463,iroN,2923593,2925778
8467,STM2779,2926299,2926631
8469,STM2780,2926806,2927863
8472,virK,2928377,2929306
8474,mig-14,2929591,2930495
8477,nxiA,2931217,2932237
8480,tctE,2932363,2933785
8482,tctD,2933765,2934446
8486,STM2786,2934587,2935571
8489,STM2787,2935577,2936017
8492,STM2788,2936022,2937542
8495,STM2789,2937829,2938822
8498,ygaF,2938834,2940116
8501,gabD,2940126,2941586
8504,gabT,2941587,2942884
8507,gabP,2943003,2944414
8510,ygaE,2944444,2945133
8513,ygaU,2945155,2945613
8516,yqaE,2945704,2945873
8519,STM2797,2946045,2946344
8521,ygaP,2946343,2946881
8524,stpA,2947229,2947770
8530,STM2800,2948316,2948778
8533,ygaC,2948813,2949174
8536,ygaM,2949313,2949651
8538,STM2803,2949735,2951074
8541,STM2804,2951145,2951589
8544,nrdH,2951846,2952106
8548,nrdI,2952092,2952513
8551,nrdE,2952470,2954630
8553,nrdF,2954629,2955600
8556,proV,2955884,2957157
8561,proW,2957137,2958214
8564,proX,2958273,2959279
8567,STM2812,2959431,2960628
8570,emrR,2960989,2961655
8575,emrA,2961770,2962954
8578,emrB,2962959,2964509
8581,STM2816,2964558,2965933
8584,luxS,2966274,2966800
8587,gshA,2966939,2968511
8590,yqaA,2968572,2969014
8593,yqaB,2968994,2969569
8596,STM2821,2969932,2970005
8599,STM2822,2970202,2970275
8602,STM2823,2970341,2970414
8605,STM2824,2970480,2970553
8608,STM2825,2970560,2970649
8611,csrA,2970955,2971152
8614,alaS,2971375,2974015
8617,oraA,2974241,2974751
8620,recA,2974858,2976032
8624,ygaD,2976004,2976510
8629,mltB,2976979,2978069
8632,srlA,2978191,2978875
8638,srlE,2978859,2979843
8640,slrB,2979844,2980217
8643,srlD,2980216,2981008
8646,gutM,2981072,2981443
8649,srlR,2981625,2982414
8652,gutQ,2982428,2983372
8655,ygaA,2983369,2984898
8658,STM2840,2985066,2986514
8661,ygbD,2986500,2987644
8664,hypF,2987741,2989997
8667,hydN,2990127,2990684
8670,STM2844,2990873,2991687
8673,hycI,2991709,2992190
8675,hycH,2992172,2992596
8679,hycG,2992579,2993357
8681,hycF,2993346,2993899
8685,hycE,2993898,2995607
8687,hycD,2995625,2996561
8690,hycC,2996551,2998390
8692,hycB,2998377,2998997
8696,hycA,2999131,2999606
8700,hypA,2999794,3000158
8704,hypB,3000215,3001099
8707,hypC,3001076,3001362
8711,hypD,3001351,3002483
8713,hypE,3002516,3003490
8716,fhlA,3003696,3005787
8719,ygbA,3005849,3006207
8722,sitA,3006369,3007292
8725,sitB,3007281,3008110
8729,sitC,3008100,3008967
8731,sitD,3008951,3009806
8734,avrA,3009905,3010816
8737,sprB,3010974,3011735
8740,hilC,3012114,3013008
8743,STM2868,3013346,3013804
8746,orgA,3013795,3014479
8748,STM2870,3014432,3015046
8752,prgK,3015003,3015761
8754,prgJ,3015758,3016069
8757,prgI,3016082,3016331
