"","gene","start","end"
"1867","yebK",1981481,1982350
"1868","pykA",1982462,1983916
"1869","msbB",1983989,1984970
"1870","yebA",1985077,1986410
"1871","znuA",1986412,1987426
"1872","znuC",1987384,1988190
"1873","znuB",1988169,1988972
"1874","ruvB",1989051,1990071
"1875","ruvA",1990070,1990693
"1876","STM1896",1991096,1991997
"1877","yebB",1992611,1993223
"1878","ruvC",1993225,1993759
"1879","yebC",1993783,1994535
"1880","ntpA",1994553,1995013
"1881","aspS",1995108,1996892
"1882","yecD",1997189,1997771
"1883","yecE",1997748,1998586
"1884","yecN",1998627,1999034
"1885","yecO",1999060,1999818
"1886","yecP",1999802,2000786
"1887","cutC",2001022,2001779
"1888","yecM",2001788,2002374
"1889","argS",2002583,2004327
"1890","STM1910",2004509,2006387
"1891","STM1911",2006441,2007586
"1892","flhE",2007817,2008219
"1893","flhA",2008209,2010300
"1894","flhB",2010280,2011444
"1895","cheZ",2011625,2012281
"1896","cheY",2012280,2012684
"1897","cheB",2012687,2013747
"1898","cheR",2013733,2014607
"1899","cheM",2014753,2016428
"1900","cheW",2016651,2017165
"1901","cheA",2017175,2019201
"1902","motB",2019195,2020132
"1903","motA",2020121,2021020
"1904","flhC",2021133,2021723
"1905","flhD",2021714,2022215
"1906","STM1926",2022735,2022854
"1907","yecG",2022839,2023279
"1908","otsA",2023297,2024874
"1909","otsB",2024693,2025552
"1910","araH",2026129,2026693
"1911","ftnB",2027217,2027740
"1912","STM1933",2027919,2028565
"1913","STM1934",2028800,2029148
"1914","ftn",2029375,2029885
"1915","yecH",2029931,2030181
"1916","tyrP",2030271,2031608
"1917","yecA",2031683,2032361
"1918","STM1939",2032586,2032919
"1919","STM1940",2033125,2034570
"1920","STM1941",2034777,2035109
"1921","leuZ",2035363,2035446
"1922","cysT",2035461,2035531
"1923","glyW",2035587,2035659
"1924","pgsA",2035810,2036377
"1925","uvrC",2036415,2038267
"1926","uvrY",2038244,2038914
"1927","STM1948",2039208,2039367
"1928","yecF",2039353,2039588
"1929","sdiA",2039655,2040395
"1930","yecC",2040609,2041378
"1931","yecS",2041358,2042042
"1932","yedO",2042047,2043044
"1933","fliY",2043187,2043998
"1934","fliZ",2044134,2044696
"1935","fliA",2044744,2045477
"1936","tnpA_2",2045732,2046196
"1937","fliB",2046371,2047583
"1938","fliC",2047655,2049154
"1939","fliD",2049387,2050802
"1940","fliS",2050808,2051224
"1941","fliT",2051210,2051592
"1942","amyA",2051650,2053148
"1943","yedD",2053188,2053624
"1944","yedE",2053721,2055004
"1945","yedF",2054990,2055234
"1946","STM1967",2055492,2055885
"1947","fliE",2056005,2056331
"1948","fliF",2056526,2058218
"1949","fliG",2058194,2059206
"1950","fliH",2059189,2059906
"1951","fliI",2059886,2061276
"1952","fliJ",2061282,2061741
"1953","fliK",2061726,2062955
"1954","fliL",2063043,2063527
"1955","fliM",2063521,2064536
"1956","fliN",2064519,2064946
"1957","fliO",2064946,2065323
"1958","fliP",2065310,2066060
"1959","fliQ",2066060,2066339
"1960","fliR",2066332,2067142
"1961","rcsA",2067341,2068047
"1962","dsrB",2068086,2068293
"1963","yodD",2068397,2068636
"1964","dsrA",2068647,2068736
"1965","yedP",2068937,2069761
"1966","STM1987",2069740,2071466
"1967","STM1988",2071617,2071862
"1968","yedI",2071879,2072802
"1969","yedA",2072966,2073886
"1970","vsr",2073875,2074352
"1971","dcm",2074326,2075768
"1972","yedJ",2075830,2076533
"1973","STM1994",2076617,2076928
"1974","ompS",2077561,2078762
"1975","cspB",2079222,2079448
"1976","umuC",2079889,2081171
"1977","umuD",2081160,2081667
"1978","STM1999",2081706,2081867
"1979","serU",2082174,2082260
"1980","yeeI",2082348,2083145
"1981","asnT",2083247,2083319
"1982","asnT",2084217,2084289
"1983","STM2005",2084449,2084928
"1984","STM2006",2085395,2086101
"1985","STM2007",2086918,2088612
"1986","STM2008",2088663,2090399
"1987","amn",2091304,2092770
"1988","STM2010",2092798,2092965
"1989","STM2011",2092954,2093284
"1990","asnW",2094162,2094234
"1991","yeeO",2094374,2095831
"1992","asnU",2095992,2096064
"1993","erfK",2096293,2097236
"1994","cobT",2097300,2098383
"1995","cobS",2098397,2099156
"1996","cobU",2099137,2099693
"1997","cbiP",2099679,2101205
"1998","cbiO",2101196,2102017
"1999","cboQ",2102020,2102703
"2000","cbiN",2102684,2102971
"2001","cbiM",2102967,2103709
"2002","cbiL",2103701,2104422
"2003","cbiK",2104411,2105212
"2004","cbiJ",2105208,2106005
"2005","cbiH",2105996,2106728
"2006","cbiG",2106721,2107781
"2007","cbiF",2107757,2108537
"2008","cbiT",2108514,2109098
"2009","cbiE",2109082,2109694
"2010","cbiD",2109681,2110825
"2011","cbiC",2110820,2111459
"2012","cibB",2111463,2112428
"2013","cbiA",2112419,2113805
"2014","pocR",2114396,2115320
"2015","pduF",2115524,2116324
"2016","pduA",2116837,2117127
"2017","pudB",2117232,2117936
"2018","pduC",2117950,2119619
"2019","pduD",2119624,2120304
"2020","pduE",2120313,2120840
"2021","pduG",2120844,2122682
"2022","pduH",2122665,2123022
"2023","pduJ",2123033,2123316
"2024","pduK",2123320,2123802
"2025","pduL",2123795,2124434
"2026","pduM",2124426,2124922
"2027","pduN",2124918,2125201
"2028","pduO",2125205,2126221
"2029","pduP",2126213,2127612
"2030","pduQ",2127618,2128736
"2031","pduS",2128726,2130088
"2032","pduT",2130085,2130645
"2033","pduU",2130638,2130995
"2034","pduV",2130995,2131452
"2035","pduW",2131430,2132651
"2036","pduX",2132709,2133611
"2037","yeeX",2133645,2133993
"2038","yeeA",2134225,2135296
"2039","sbmC",2135402,2135880
"2040","dacD",2136022,2137200
"2041","phsC",2137318,2138096
"2042","phsB",2138079,2138665
"2043","phsA",2138672,2140956
"2044","sopA",2141556,2143915
"2045","sbcB",2144242,2145688
"2046","yeeF",2145824,2147195
"2047","yeeY",2147468,2148394
"2048","yeeZ",2148428,2149265
"2049","hisG",2149600,2150511
"2050","hisD",2150600,2151918
"2051","hisC",2151904,2152994
"2052","hisB",2152980,2154058
"2053","hisH",2154045,2154648
"2054","hisA",2154637,2155385
"2055","hisF",2155353,2156143
"2056","hisI",2156131,2156748
"2057","wzzB",2156829,2157822
"2058","udg",2157955,2159121
"2059","gnd",2159358,2160776
"2060","rfbP",2160928,2162365
"2061","rfbK",2162430,2163870
"2062","rfbM",2163850,2165292
"2063","rfbN",2165290,2166240
"2064","rfbU",2166235,2167302
"2065","rfbV",2167616,2168622
"2066","rfbX",2168622,2169914
"2067","rfbJ",2169996,2170901
"2068","rfbH",2170923,2172243
"2069","rfbG",2172263,2173347
"2070","rfbF",2173347,2174127
"2071","rfbI",2174117,2175109
"2072","rfbC",2175115,2175677
"2073","rfbA",2175667,2176551
"2074","rfbD",2176593,2177505
"2075","rfbB",2177492,2178590
"2076","galF",2178954,2179862
"2077","wcaM",2180025,2181436
"2078","wcaL",2181439,2182667
"2079","wcaK",2182656,2183946
"2080","wzxC",2183958,2185448
"2081","wcaJ",2185569,2186974
"2082","cpsG",2187017,2188399
"2083","manC",2188498,2189946
"2084","wcaI",2189937,2191171
"2085","wcaH",2191157,2191630
"2086","wcaG",2191633,2192612
"2087","gmd",2192601,2193734
"2088","wcaF",2193746,2194312
"2089","wcaE",2194316,2195070
"2090","wcaD",2195075,2196296
"2091","wcaC",2196264,2197492
"2092","wcaB",2197478,2197981
"2093","wcaA",2197969,2198824
"2094","wzc",2198898,2201068
"2095","wzb",2201054,2201515
"2096","wza",2201509,2202775
"2097","yegH",2203306,2204903
"2098","asmA",2204989,2206854
"2099","dcd",2206884,2207479
"2100","udk",2207556,2208212
"2101","yegE",2208522,2211518
"2102","alkA",2211486,2212521
"2103","yegD",2212475,2213841
"2104","STM2126",2214267,2215523
"2105","yegN",2215507,2218645
"2106","yegO",2218634,2221726
"2107","yegB",2221709,2223135
"2108","baeS",2223123,2224538
"2109","baeR",2224528,2225257
"2110","STM2133",2225838,2226728
"2111","STM2134",2226721,2227444
"2112","STM2135",2227449,2229566
"2113","yegQ",2229673,2231043
"2114","STM2137",2231494,2232540
"2115","STM2138",2232576,2232997
"2116","STM2139",2233114,2233455
"2117","yegS",2233999,2234910
"2118","fbaB",2234963,2236029
"2119","yegT",2236257,2237540
"2120","yegU",2237524,2238541
"2121","yegV",2238530,2239503
"2122","yegW",2239477,2240235
"2123","thiD",2240259,2241072
"2124","thiM",2241046,2241856
"2125","STM2148",2242238,2242567
"2126","stcD",2242830,2243848
"2127","stcC",2243853,2246354
"2128","stcB",2246356,2247053
"2129","stcA",2247095,2247637
"2130","yehE",2247904,2248203
"2131","mrp",2248463,2249583
"2132","metG",2249717,2251770
"2133","yehR",2251999,2252469
"2134","STM2156A",2252641,2253171
"2135","yehS",2253228,2253703
"2136","yehT",2253742,2254472
"2137","yehU",2254458,2256156
"2138","yehV",2256354,2257097
"2139","STM2161",2257150,2257264
"2140","yehW",2257245,2257992
"2141","yehX",2257960,2258920
"2142","yehY",2258900,2260089
"2143","yehZ",2260073,2261002
"2144","bglX",2261171,2263480
"2145","dld",2263723,2265465
"2146","pbpG",2265523,2266483
"2147","yohC",2266636,2267234
"2148","yohD",2267347,2267951
"2149","yohF",2268000,2268768
"2150","yohG",2268827,2270275
"2151","STM2173",2270581,2270664
"2152","yohI",2270722,2271672
"2153","STM2175",2271769,2272969
"2154","STM2176",2272977,2273628
"2155","STM2177",2273630,2274336
"2156","STM2178",2274347,2275391
"2157","STM2179",2275396,2276760
"2158","STM2180",2276873,2277788
"2159","yohJ",2277907,2278318
"2160","yohK",2278301,2279010
"2161","cdd",2279153,2280048
"2162","sanA",2280206,2280944
"2163","b2145",2280921,2281186
"2164","STM2186",2281379,2282632
"2165","yeiA",2282612,2283861
"2166","mglC",2283936,2284958
"2167","mglA",2284962,2286494
"2168","mglB",2286616,2287675
"2169","galS",2288113,2289224
"2170","yeiB",2289285,2290436
"2171","folE",2290442,2291126
"2172","yeiG",2291440,2292297
"2173","STM2195",2292286,2292681
"2174","STM2196",2292680,2294053
"2175","STM2197",2294259,2295151
"2176","STM2198",2295178,2296506
"2177","cirA",2296550,2298554
"2178","lysP",2298887,2300373
"2179","yeiE",2300546,2301422
"2180","yeiH",2301518,2302579
"2181","nfo",2302588,2303515
"2182","fruA",2303580,2305281
"2183","fruK",2305285,2306234
"2184","fruF",2306223,2307368
"2185","setB",2307722,2308903
"2186","STM2208",2308968,2309645
"2187","STM2209",2309635,2309757
"2188","yeiP",2310492,2311295
"2189","yeiR",2311497,2312494
"2190","yeiU",2312516,2313243
"2191","spr",2313640,2314229
"2192","rtn",2314547,2316111
"2193","yejA",2316201,2318023
"2194","yejB",2318014,2319127
"2195","yejE",2319116,2320152
"2196","yejF",2320141,2321743
"2197","yejG",2321747,2322104
"2198","bcr",2322482,2323684
"2199","rsuA",2323700,2324412
"2200","yejH",2324547,2326307
"2201","rplY",2326421,2326716
"2202","STM2225",2326825,2327451
"2203","yejK",2327473,2328494
"2204","yejL",2328647,2328887
"2205","yejM",2328901,2330679
"2206","STM2229",2330748,2330821
"2207","STM2230",2330960,2331469
"2208","STM2231",2331491,2331781
"2209","oafA",2332124,2333958
"2210","STM2233",2334012,2334468
"2211","STM2234",2334833,2335365
"2212","STM2235",2335363,2336616
"2213","STM2236",2336665,2337190
"2214","STM2237",2337197,2337533
"2215","STM2238",2337817,2339154
"2216","STM2239",2339183,2339561
"2217","STM2240",2339566,2340564
"2218","sspH2",2340884,2343255
"2219","STM2242",2343419,2343626
"2220","STM2243",2343919,2344717
"2221","STM2244",2345007,2345216
"2222","STM2245",2345408,2345977
"2223","narP",2346688,2347348
"2224","ccmH",2347392,2348446
"2225","ccmG",2348432,2349000
"2226","ccmF",2348986,2350931
"2227","ccmE",2350914,2351404
"2228","ccmD",2351390,2351614
"2229","ccmC",2351599,2352356
"2230","ccmB",2352388,2353063
"2231","ccmA",2353044,2353681
"2232","napC",2353682,2354293
"2233","napB",2354294,2354743
"2234","napH",2354859,2355741
"2235","napG",2355715,2356425
"2236","napA",2356417,2358914
"2237","napD",2358900,2359176
"2238","napF",2359153,2359660
"2239","eco",2360058,2360552
"2240","yojI",2360761,2362417
"2241","alkB",2362480,2363222
"2242","ada",2363133,2364246
"2243","apbE",2364275,2365341
"2244","ompC",2365442,2366750
"2245","micF",2366829,2367009
"2246","yojN",2367291,2369976
"2247","rcsB",2369978,2370643
"2248","rcsC",2370746,2373608
"2249","gyrA",2373710,2376422
"2250","STM2273",2376756,2377964
"2251","STM2274",2377973,2379304
"2252","STM2275",2379342,2380232
"2253","ubiG",2380219,2381043
"2254","nrdA",2381277,2383684
"2255","nrdB",2383783,2384927
"2256","yfaE",2384927,2385181
"2257","STM2280",2385183,2386377
"2258","STM2281",2386530,2387413
"2259","glpQ",2387529,2388614
"2260","glpT",2388604,2390082
"2261","glpA",2390063,2391863
"2262","glpB",2391840,2393112
"2263","glpC",2393096,2394299
"2264","STM2287",2394786,2395747
"2265","STM2288",2395857,2396037
"2266","STM2289",2396039,2396852
"2267","yfaV",2396868,2398169
"2268","yfaW",2398213,2399430
"2269","yfaX",2399432,2400226
"2270","STM2293",2400464,2401672
"2271","yfaZ",2401775,2402422
"2272","yfaO",2402583,2403021
"2273","ais",2403066,2403680
"2274","yfbE",2403942,2405109
"2275","pmrF",2405099,2406095
"2276","yfbG",2406078,2408074
"2277","STM2300",2408057,2408970
"2278","pqaB",2408950,2410613
"2279","STM2302",2410610,2410945
"2280","STM2303",2410928,2411322
"2281","pmrD",2411317,2411585
"2282","menE",2411672,2413059
"2283","menC",2413036,2414010
"2284","menB",2413998,2414866
"2285","yfbB",2414870,2415642
"2286","menD",2415625,2417307
"2287","menF",2417381,2418690
"2288","elaB",2418777,2419095
"2289","elaA",2419137,2419610
"2290","elaC",2419650,2420576
"2291","STM2314",2420636,2421643
"2292","yfbK",2421684,2423476
"2293","nuoN",2424353,2425638
"2294","nuoM",2425817,2427363
"2295","nuoL",2427660,2429512
"2296","nuoK",2429498,2429811
"2297","nuoJ",2429797,2430363
"2298","nuoI",2430362,2430920
"2299","nuoH",2430919,2431907
"2300","nuoG",2431893,2434633
"2301","nuoF",2434650,2436001
"2302","nuoE",2435984,2436498
"2303","nuoC",2436487,2438303
"2304","nuoB",2438376,2439049
"2305","nuoA",2439054,2439694
"2306","STM2329",2439892,2440048
"2307","lrhA",2440124,2441072
"2308","yfbQ",2441981,2443208
"2309","STM2332",2443292,2443901
"2310","yfbS",2443993,2445830
"2311","yfbT",2445896,2446573
"2312","yfbU",2446566,2447072
"2313","STM2336",2447143,2447608
"2314","ackA",2447927,2449140
"2315","pta",2449206,2451361
"2316","yfcC",2451564,2453099
"2317","STM2340",2453148,2454108
"2318","STM2341",2454094,2454930
"2319","STM2342",2454921,2456319
"2320","STM2343",2456333,2456611
"2321","STM2344",2456686,2457135
"2322","STM2345",2457374,2458401
"2323","STM2346",2458407,2458972
"2324","yfcE",2459018,2459581
"2325","yfcF",2459625,2460278
"2326","yfcG",2460401,2461059
"2327","yfcH",2461174,2462078
"2328","hisP",2462130,2462906
"2329","hisM",2462917,2463636
"2330","hisQ",2463621,2464320
"2331","hisJ",2464490,2465282
"2332","argT",2465510,2466303
"2333","ubiX",2466581,2467163
"2334","STM2357",2467177,2468589
"2335","STM2358",2468647,2469757
"2336","STM2359",2469752,2471185
"2337","STM2360",2471264,2472666
"2338","STM2361",2472865,2474299
"2339","purF",2474335,2475866
"2340","cvpA",2475890,2476455
"2341","dedD",2476689,2477376
"2342","folC",2477353,2478638
"2343","accD",2478689,2479694
"2344","dedA",2479753,2480427
"2345","truA",2480461,2481290
"2346","usg",2481273,2482301
"2347","pdxB",2482354,2483504
"2348","flk",2483580,2484595
"2349","STM2372",2484592,2485782
"2350","STM2373",2485950,2486331
"2351","STM2374",2486491,2486745
"2352","STM2375",2486906,2487282
"2353","STM2376",2487274,2487800
"2354","STM2377",2487867,2488528
"2355","fabB",2488621,2489845
"2356","STM2379",2489927,2491995
"2357","yfcL",2492047,2492333
"2358","yfcM",2492355,2492921
"2359","yfcA",2492903,2493732
"2360","mepA",2493712,2494546
"2361","aroC",2494540,2495636
"2362","yfcB",2495661,2496602
"2363","yfcN",2496745,2497310
"2364","sixA",2497410,2497905
"2365","yfcX",2498104,2500265
"2366","yfcY",2500251,2501573
"2367","yfcZ",2501739,2502036
"2368","fadL",2502255,2503701
"2369","vacJ",2503762,2504530
"2370","yfdC",2504792,2505747
"2371","argW",2505821,2505892
"2372","pgtE",2506054,2507005
"2373","pgtA",2507260,2508512
"2374","pgtB",2508497,2510509
"2375","pgtC",2510500,2511698
"2376","pgtP",2512122,2513520
"2377","STM2400",2513796,2514053
"2378","ddg",2514550,2515480
"2379","yfdZ",2516004,2517251
"2380","glk",2517963,2518944
"2381","STM2404",2519120,2520367
"2382","STM2405",2520387,2522046
"2383","STM2406",2522205,2523217
"2384","ypeC",2523318,2523657
"2385","mntH",2523718,2524969
"2386","nupC",2525190,2526504
"2387","yfeA",2526557,2528746
"2388","alaX",2528938,2529010
"2389","alaW",2529056,2529128
"2390","yfeC",2529340,2529714
"2391","yfeD",2529716,2530108
"2392","gltX",2530162,2531588
"2393","valU",2531834,2531906
"2394","valX",2531955,2532027
"2395","valY",2532072,2532144
"2396","lysV",2532152,2532224
"2397","xapR",2532393,2533356
"2398","xapB",2533546,2534814
"2399","xapA",2534857,2535746
"2400","yfeN",2535932,2536707
"2401","yfeR",2536769,2537695
"2402","yfeH",2537774,2538783
"2403","STM2426",2538780,2539007
"2404","lig",2539000,2541025
"2405","zipA",2541087,2542082
"2406","cysZ",2542287,2543066
"2407","cysK",2543157,2544201
"2408","ptsH",2544492,2544842
"2409","ptsI",2544880,2546618
"2410","crr",2546647,2547168
"2411","STM2434",2547317,2547563
"2412","pdxK",2547553,2548431
"2413","ptsJ",2548498,2549794
"2414","yfeJ",2549801,2550528
"2415","yfeK",2550568,2550967
"2416","yfeL",2550976,2551519
"2417","cysM",2551650,2552569
"2418","cysA",2552629,2553739
"2419","cysW",2553716,2554596
"2420","cysU",2554591,2555438
"2421","cysP",2555424,2556546
"2422","ucpA",2556598,2557404
"2423","STM2446",2557627,2558537
"2424","STM2447",2558621,2559207
"2425","yfeZ",2559258,2559707
"2426","STM2449",2559694,2560230
"2427","amiA",2560324,2561201
"2428","hemF",2561195,2562103
"2429","STM2452",2562124,2562453
"2430","STM2453",2562575,2563859
"2431","eutR",2564059,2565126
"2432","eutK",2565159,2565666
"2433","eutL",2565666,2566336
"2434","eutC",2566335,2567245
"2435","eutB",2567250,2568624
"2436","eutA",2568623,2570040
"2437","eutH",2570023,2571264
"2438","eutG",2571369,2572569
"2439","eutJ",2572546,2573397
"2440","eutE",2573396,2574813
"2441","eutN",2574811,2575110
"2442","eutM",2575211,2575513
"2443","eutD",2575542,2576566
"2444","eutT",2576555,2577370
"2445","eutQ",2577355,2578060
"2446","eutP",2578022,2578510
"2447","eutS",2578514,2578865
"2448","tnpA_3",2579330,2579794
"2449","maeB",2579978,2582270
"2450","talA",2582515,2583479
"2451","tktB",2583487,2585499
"2452","STM2475",2585562,2585800
"2453","ypfG",2585920,2586980
"2454","yffH",2587088,2587674
"2455","STM2478",2587855,2589165
"2456","aegA",2589614,2591584
"2457","narQ",2591746,2593461
"2458","acrD",2593632,2596759
"2459","yffB",2597322,2597689
"2460","dapE",2597681,2598820
"2461","STM2484",2598841,2599048
"2462","ypfI",2599075,2601104
"2463","STM2486",2601109,2601981
"2464","purC",2602103,2602982
"2465","nlpB",2602991,2604037
"2466","dapA",2604042,2604982
"2467","gcvR",2605000,2605638
"2468","bcp",2605621,2606108
"2469","STM2492",2606155,2606508
"2470","perM",2606695,2607776
"2471","STM2494",2607957,2609433
"2472","yfgD",2609462,2609832
"2473","yfgE",2609859,2610584
"2474","uraA",2610655,2611956
"2475","upp",2612032,2612819
"2476","purM",2613008,2614109
"2477","purN",2614095,2614747
"2478","ppk",2614919,2617002
"2479","ppx",2617007,2618548
"2480","STM2503",2618584,2620797
"2481","STM2504",2620894,2621031
"2482","STM2505",2621102,2621367
"2483","STM2506",2621198,2621401
"2484","STM2507",2621480,2621716
"2485","STM2508",2621942,2622271
"2486","STM2509",2622291,2622652
"2487","guaA",2622804,2624396
"2488","guaB",2624451,2626003
"2489","xseA",2626078,2627427
"2490","shdA",2627589,2633715
"2491","ratB",2634402,2641716
"2492","ratA",2641875,2647476
"2493","sinI",2647592,2648558
"2494","sinH",2648609,2650807
"2495","yfgJ",2651147,2651380
"2496","engA",2651457,2652941
"2497","yfgL",2653048,2654236
"2498","yfgM",2654237,2654872
"2499","hisS",2654871,2656161
"2500","gcpE",2656256,2657384
"2501","yfgA",2657401,2658405
"2502","yfgB",2658697,2659875
"2503","ndk",2660070,2660510
"2504","STM2527",2660622,2661485
"2505","STM2528",2661485,2662300
"2506","STM2529",2662287,2662923
"2507","STM2530",2662913,2665318
"2508","pbpC",2665447,2667762
"2509","STM2532",2667763,2672709
"2510","sseA",2672894,2673748
"2511","STM2534",2673989,2674663
"2512","sseB",2675232,2676017
"2513","pepB",2676118,2677414
"2514","yfhJ",2677648,2677857
"2515","fdx",2677860,2678205
"2516","hscA",2678197,2680059
"2517","hscB",2680060,2680608
"2518","yfhF",2680771,2681105
"2519","nifU",2681123,2681523
"2520","nifS",2681537,2682767
"2521","yfhP",2682932,2683441
"2522","STM2545",2683586,2684330
"2523","suhB",2684427,2685239
"2524","STM2547",2685372,2686262
"2525","asrA",2686437,2687487
"2526","asrB",2687483,2688309
"2527","asrC",2688313,2689333
"2528","STM2551",2689334,2690325
"2529","STM2552",2690311,2690956
"2530","csiE",2691059,2692352
"2531","hcaT",2692347,2693495
"2532","glyA",2693682,2695130
"2533","hmpA",2695248,2696450
"2534","cadC",2696564,2698176
"2535","cadB",2698371,2699868
"2536","cadA",2699938,2702095
"2537","yjdL",2702140,2703611
"2538","glnB",2703660,2704089
"2539","yfhA",2704075,2705423
"2540","yfhG",2705409,2706173
"2541","yfhK",2706175,2707617
"2542","purG",2708255,2712297
"2543","STM2566",2712164,2712397
"2544","yfhD",2712385,2713942
"2545","yfhC",2713993,2714544
"2546","yfhB",2714569,2715216
"2547","STM2570",2715208,2716578
"2548","STM2571",2716580,2717484
"2549","yfhH",2717577,2718437
"2550","STM2573",2718476,2719400
"2551","STM2574",2719415,2720622
"2552","STM2575",2720727,2721653
"2553","yfhL",2721679,2721951
"2554","acpS",2722063,2722460
"2555","pdxJ",2722443,2723184
"2556","recO",2723186,2723914
"2557","era",2723926,2724842
"2558","rnc",2724828,2725518
"2559","lepB",2725782,2726767
"2560","lepA",2726773,2728572
"2561","gogB",2728973,2730470
"2562","STM2585",2731352,2731902
"2563","STM2585A",2733014,2733241
"2564","STM2586",2733338,2733923
"2565","STM2587",2733906,2734735
"2566","STM2588",2734727,2737105
"2567","STM2589",2737434,2740796
"2568","STM2590",2740858,2741511
"2569","STM2591",2741403,2742009
"2570","STM2592",2742147,2742853
"2571","STM2593",2742855,2743192
"2572","STM2594",2743187,2746289
"2573","STM2595",2746254,2746598
"2574","STM2596",2746589,2746990
"2575","STM2597",2747035,2747789
"2576","STM2598",2747789,2748197
"2577","STM2599",2748167,2749429
"2578","STM2600",2749478,2750063
"2579","STM2601",2750084,2750472
"2580","STM2602",2750478,2750844
"2581","STM2603",2750895,2751930
"2582","STM2604",2751978,2752332
"2583","STM2605",2752338,2753842
"2584","STM2606",2753824,2755410
"2585","STM2607",2755401,2755612
"2586","STM2608",2755588,2757526
"2587","STM2609",2757491,2758036
"2588","STM2610",2758310,2758724
"2589","STM2611",2758960,2759418
"2590","STM2612",2759430,2759889
"2591","STM2613",2759866,2760202
"2592","STM2614",2760465,2761157
"2593","STM2615",2761650,2761723
"2594","STM2616",2762067,2762637
"2595","STM2617",2762903,2763587
"2596","STM2618",2763577,2763724
"2597","STM2619",2763714,2764331
"2598","STM2620",2764534,2765142
"2599","STM2621",2765552,2765791
"2600","STM2622",2766077,2766370
"2601","STM2623",2766445,2766762
"2602","STM2624",2766753,2767106
"2603","STM2625",2767111,2767867
"2604","STM2626",2767863,2768852
"2605","STM2627",2768931,2769305
"2606","STM2628",2769611,2770040
"2607","STM2629",2770084,2770350
"2608","STM2630",2770336,2770501
"2609","STM2631",2770523,2770873
"2610","STM2632",2770988,2773885
"2611","STM2633",2773844,2775005
"2612","STM2634",2775040,2775287
"2613","STM2635",2775321,2775612
"2614","STM2636",2775590,2776825
"2615","rseC",2777317,2777808
"2616","rseB",2777793,2778768
"2617","rseA",2778749,2779417
"2618","rpoE",2779431,2780026
"2619","nadB",2780431,2782053
"2620","yfiC",2782038,2782789
"2621","srmB",2782896,2784240
"2622","yfiE",2784258,2785163
"2623","yfiK",2785247,2785847
"2624","yfiD",2785909,2786307
"2625","ung",2786599,2787300
"2626","yfiF",2787416,2788465
"2627","trxC",2788647,2789076
"2628","yfiP",2789149,2789829
"2629","yfiQ",2789870,2792543
"2630","pssA",2792640,2794013
"2631","yfiM",2794045,2794381
"2632","kgtP",2794378,2795691
"2633","STM2655",2795783,2796245
"2634","rrfG",2796443,2796564
"2635","rrlG",2796758,2799767
"2636","gltW",2799961,2800033
"2637","rrsG",2800121,2801663
"2638","clpB",2802119,2804700
"2639","yfiH",2804822,2805564
"2640","rluD",2805550,2806542
"2641","yfiO",2806644,2807399
"2642","yfiA",2807659,2808009
"2643","STM2666",2808106,2808160
"2644","pheA",2808249,2809420
"2645","STM2668",2809381,2810296
"2646","tyrA",2810347,2811477
"2647","aroF",2811478,2812684
"2648","yfiR",2812974,2813506
"2649","yfiN",2813485,2814719
"2650","rplS",2814876,2815242
"2651","trmD",2815264,2816045
"2652","rimM",2816076,2816636
"2653","rpsP",2816643,2816900
"2654","ffh",2817205,2818579
"2655","corE",2818732,2819523
"2656","yfjD",2819588,2820829
"2657","STM2680",2820944,2821555
"2658","grpE",2821590,2822192
"2659","STM2682",2822177,2822375
"2660","yfjB",2822288,2823181
"2661","recN",2823254,2824928
"2662","smpA",2825061,2825415
"2663","yfjF",2825581,2825881
"2664","yfjG",2825861,2826337
"2665","smpB",2826477,2826969
"2666","STM2690",2839117,2840531
"2667","STM2691",2840521,2842708
"2668","STM2692",2842716,2843879
"2669","10Sa",2844217,2844316
"2670","STM2694",2844431,2844666
"2671","STM2695",2844718,2845824
"2672","STM2696",2845815,2846307
"2673","STM2697",2846297,2849109
"2674","STM2698",2849097,2849219
"2675","STM2699",2849231,2849540
"2676","STM2700",2849588,2850109
"2677","STM2701",2850113,2851292
"2678","STM2702",2851388,2851958
"2679","STM2703",2851910,2852994
"2680","STM2704",2852998,2853408
"2681","STM2705",2853412,2854033
"2682","STM2706",2853999,2855573
"2683","STM2707",2855570,2856180
"2684","STM2708",2856168,2857084
"2685","STM2709",2857063,2857428
"2686","STM2710",2857419,2858001
"2687","STM2711",2858066,2858517
"2688","STM2712",2858505,2858944
"2689","STM2713",2858899,2859190
"2690","STM2714",2859032,2859465
"2691","STM2715",2859837,2860351
"2692","STM2716",2860327,2860546
"2693","STM2717",2860546,2860756
"2694","STM2718",2860749,2861221
"2695","STM2719",2861307,2861968
"2696","STM2720",2861964,2863052
"2697","STM2721",2863063,2863902
"2698","STM2722",2864035,2865805
"2699","STM2723",2865798,2866845
"2700","STM2724",2866931,2868682
"2701","STM2726",2868896,2869633
"2702","STM2727",2869687,2869997
"2703","STM2728",2869931,2870126
"2704","STM2729",2870272,2872708
"2705","STM2730",2872692,2873556
"2706","STM2731",2873546,2873781
"2707","STM2732",2873773,2874014
"2708","STM2733",2874074,2874422
"2709","STM2734",2874629,2875093
"2710","STM2735",2875041,2875281
"2711","STM2736",2875282,2875797
"2712","STM2737",2875827,2876069
