"","Chromosome","ChromStart","ChromEnd","Gene_ID","Count"
"1283","chr1",4442257,4442512,"pgi",22
"1284","chr1",3231883,3233099,"pgk",6
"1285","chr1",761516,762001,"pgm",14
"1286","chr1",473600,474587,"pgpA",6
"1287","chr1",1804091,1804693,"pgpB",7
"1288","chr1",2036415,2038243,"pgsA",2
"1289","chr1",2508497,2510499,"pgtA",13
"1290","chr1",2510500,2511698,"pgtB",27
"1291","chr1",2512122,2513520,"pgtC",4
"1292","chr1",2507260,2508496,"pgtE",13
"1293","chr1",2513796,2514053,"pgtP",15
"1294","chr1",2809381,2810296,"pheA",10
"1295","chr1",625638,626896,"pheP",11
"1296","chr1",1416656,1418920,"pheS",8
"1297","chr1",1418921,1419359,"pheT",15
"1298","chr1",4530938,4532488,"phnA",2
"1299","chr1",4530183,4530530,"phnB",3
"1300","chr1",4529620,4530075,"phnO",5
"1301","chr1",484203,485312,"phnR",4
"1302","chr1",483350,484085,"phnS",8
"1303","chr1",482139,483157,"phnT",7
"1304","chr1",481024,482133,"phnU",9
"1305","chr1",480161,481023,"phnV",3
"1306","chr1",485312,486131,"phnW",14
"1307","chr1",486228,486780,"phnX",13
"1308","chr1",451540,452850,"phoB",8
"1309","chr1",366309,367417,"phoE",11
"1310","chr1",1215264,1216153,"phoH",6
"1311","chr1",734490,735914,"phoL",7
"1312","chr1",4565566,4565943,"phoN",17
"1313","chr1",1319477,1320850,"phoP",3
"1314","chr1",1318679,1319365,"phoQ",11
"1315","chr1",453243,454578,"phoR",14
"1316","chr1",4060753,4061541,"phoU",9
"1317","chr1",776241,777733,"phrB",26
"1318","chr1",2141556,2143915,"phsA",23
"1319","chr1",2138672,2140956,"phsB",2
"1320","chr1",2138079,2138665,"phsC",10
"1321","chr1",1176438,1177320,"pipA",6
"1322","chr1",1177531,1177851,"pipB",15
"1323","chr1",1178219,1179912,"pipC",10
"1324","chr1",1182268,1183624,"pipD",19
"1325","chr1",3760144,3760487,"pitA",7
"1326","chr1",4162571,4164418,"pldA",2
"1327","chr1",4166889,4167705,"pldB",9
"1328","chr1",4458775,4459155,"plsB",17
"1329","chr1",3336954,3339227,"plsC",5
"1330","chr1",1277302,1278255,"plsX",4
"1331","chr1",4683282,4683681,"pmbA",19
"1332","chr1",3899112,3900397,"pmgI",5
"1333","chr1",2406078,2408056,"pmrF",11
"1334","chr1",1371789,1372822,"pncA",6
"1335","chr1",1098231,1099531,"pncB",5
"1336","chr1",3451631,3451913,"pnp",15
"1337","chr1",1557216,1558616,"pntA",11
"1338","chr1",1558791,1559836,"pntB",14
"1339","chr1",822020,822971,"pnuC",5
"1340","chr1",2115524,2116324,"pocR",4
"1341","chr1",4209089,4209144,"polA",27
"1342","chr1",115477,116102,"polB",27
"1343","chr1",1313395,1314636,"potA",5
"1344","chr1",1312020,1313156,"potB",8
"1345","chr1",1309834,1310844,"potC",3
"1346","chr1",1308739,1309532,"potD",7
"1347","chr1",763382,765590,"potE",8
"1348","chr1",949574,950719,"potF",6
"1349","chr1",950720,951666,"potG",4
"1350","chr1",951667,952526,"potH",15
"1351","chr1",952585,953073,"potI",10
"1352","chr1",1011986,1012965,"poxB",21
"1353","chr1",4655513,4656524,"ppa",1
"1354","chr1",4338286,4339437,"ppc",26
"1355","chr1",3158023,3158823,"ppdA",2
"1356","chr1",3157368,3157838,"ppdB",10
"1357","chr1",3156410,3156813,"ppdC",3
"1358","chr1",168373,169279,"ppdD",2
"1359","chr1",3049606,3050134,"pphB",8
"1360","chr1",3622069,3623260,"ppiA",2
"1361","chr1",599126,600523,"ppiB",2
"1362","chr1",4119527,4119676,"ppiC",7
"1363","chr1",2617007,2618548,"ppk",15
"1364","chr1",1430181,1431833,"pps",17
"1365","chr1",2618584,2620797,"ppx",11
"1366","chr1",1621402,1622632,"pqaA",29
"1367","chr1",2410610,2410927,"pqaB",23
"1368","chr1",1155157,1156797,"pqiA",8
"1369","chr1",1156798,1157373,"pqiB",14
"1370","chr1",1943199,1943896,"prc",16
"1371","chr1",1874448,1875724,"prfA",3
"1372","chr1",3201955,3203693,"prfB",13
"1373","chr1",4815884,4816514,"prfC",17
"1374","chr1",360974,362444,"prfH",12
"1375","chr1",3017838,3018772,"prgH",11
"1376","chr1",3016349,3017527,"prgI",4
"1377","chr1",3016082,3016331,"prgJ",1
"1378","chr1",3015758,3016069,"prgK",3
"1379","chr1",4305766,4305988,"priA",13
"1380","chr1",4631235,4631477,"priB",1
"1381","chr1",539715,540092,"priC",7
"1382","chr1",3614941,3615459,"prkB",10
"1383","chr1",3766176,3767454,"prlC",34
"1384","chr1",3555169,3556243,"prmA",4
"1385","chr1",368807,368879,"proA",7
"1386","chr1",367418,368681,"proB",12
"1387","chr1",440194,440661,"proC",10
"1388","chr1",4532655,4533725,"proP",19
"1389","chr1",1943983,1944567,"proQ",1
"1390","chr1",284297,285000,"proS",9
"1391","chr1",2957137,2958214,"proV",5
"1392","chr1",2958273,2959279,"proW",13
"1393","chr1",2959431,2960628,"proX",17
"1394","chr1",456172,458002,"proY",14
"1395","chr1",1951560,1951732,"prpA",9
"1396","chr1",418979,420157,"prpB",7
"1397","chr1",420182,421648,"prpC",5
"1398","chr1",421677,423575,"prpD",23
"1399","chr1",423679,424663,"prpE",30
"1400","chr1",417967,418865,"prpR",21
"1401","chr1",1878851,1880512,"prsA",4
"1402","chr1",4593654,4594730,"psd",6
"1403","chr1",438111,439242,"psiF",7
"1404","chr1",1782565,1783560,"pspA",5
"1405","chr1",1781457,1781692,"pspC",2
"1406","chr1",1781098,1781456,"pspD",2
"1407","chr1",1780857,1781084,"pspE",1
"1408","chr1",1783672,1785303,"pspF",18
"1409","chr1",2794045,2794377,"pssA",13
"1410","chr1",4062503,4063478,"pstA",8
"1411","chr1",4061613,4062502,"pstB",6
"1412","chr1",4063598,4064760,"pstC",14
"1413","chr1",4064805,4066184,"pstS",11
"1414","chr1",2451564,2453099,"pta",16
"1415","chr1",1881797,1882903,"pth",5
"1416","chr1",3152718,3156100,"ptr",39
"1417","chr1",1974066,1974735,"ptrB",22
"1418","chr1",1287877,1290063,"ptsG",9
"1419","chr1",2546647,2547168,"ptsI",13
"1420","chr1",2549801,2550528,"ptsJ",12
"1421","chr1",3488176,3488819,"ptsO",2
"1422","chr1",3162174,3162715,"ptsP",11
"1423","chr1",4627442,4628102,"ptxA",6
"1424","chr1",2117950,2119619,"pudB",12
"1425","chr1",4610607,4611041,"purA",10
"1426","chr1",1320851,1321550,"purB",21
"1427","chr1",2602991,2604037,"purC",3
"1428","chr1",4392475,4394201,"purD",5
"1429","chr1",597746,598468,"purE",7
"1430","chr1",2475890,2476455,"purF",15
"1431","chr1",2712164,2712384,"purG",27
"1432","chr1",4394688,4396232,"purH",14
"1433","chr1",597119,597717,"purK",8
"1434","chr1",2614095,2614747,"purM",8
"1435","chr1",2614919,2617002,"purN",4
"1436","chr1",1509404,1509998,"purR",7
"1437","chr1",1976939,1977617,"purT",12
"1438","chr1",1852564,1852645,"purU",4
"1439","chr1",1211904,1213477,"putA",39
"1440","chr1",1214284,1215158,"putP",13
"1441","chr1",1983989,1984970,"pykA",18
"1442","chr1",1461731,1463080,"pykF",13
"1443","chr1",4704959,4705026,"pyrB",7
"1444","chr1",1249655,1250225,"pyrC",19
"1445","chr1",1148119,1148663,"pyrD",2
"1446","chr1",3926691,3927421,"pyrE",3
"1447","chr1",1801509,1802684,"pyrF",13
"1448","chr1",3100617,3101417,"pyrG",5
"1449","chr1",257136,257706,"pyrH",2
"1450","chr1",4703988,4704958,"pyrI",2
"1451","chr1",4466589,4468022,"qor",13
"1452","chr1",460811,461949,"queA",1
"1453","chr1",4835815,4837059,"radA",22
"1454","chr1",3923520,3924733,"radC",2
"1455","chr1",4161004,4161489,"rarD",7
"1456","chr1",2647592,2648558,"ratA",53
"1457","chr1",2641875,2647476,"ratB",5
"1458","chr1",3453617,3456309,"rbfA",3
"1459","chr1",4238208,4238645,"rbn",8
"1460","chr1",4093596,4094575,"rbsA",10
"1461","chr1",4095610,4096544,"rbsB",8
"1462","chr1",4094585,4095490,"rbsC",13
"1463","chr1",4092090,4093595,"rbsD",4
"1464","chr1",4096545,4097520,"rbsK",8
"1465","chr1",4097521,4098959,"rbsR",7
"1466","chr1",2068086,2068293,"rcsA",3
"1467","chr1",2370746,2373608,"rcsB",5
"1468","chr1",2373710,2376422,"rcsC",29
"1469","chr1",285524,286351,"rcsF",1
"1470","chr1",443955,444875,"rdgC",2
"1471","chr1",2976004,2976510,"recA",3
"1472","chr1",3149652,3152551,"recB",34
"1473","chr1",3156105,3156409,"recC",41
"1474","chr1",3146114,3149651,"recD",27
"1475","chr1",4042532,4043632,"recF",5
"1476","chr1",3938977,3939830,"recG",39
"1477","chr1",3203694,3204423,"recJ",14
"1478","chr1",2825061,2825415,"recN",8
"1479","chr1",2723926,2724827,"recO",6
"1480","chr1",4164482,4165102,"recQ",27
"1481","chr1",543905,545803,"recR",5
"1482","chr1",3105173,3106475,"relA",32
"1483","chr1",4121840,4123334,"rep",19
"1484","chr1",408544,408650,"res",31
"1485","chr1",3915695,3915928,"rfaB",19
"1486","chr1",3908295,3909516,"rfaC",11
"1487","chr1",3906263,3907297,"rfaD",6
"1488","chr1",3364047,3366905,"rfaE",18
"1489","chr1",3907298,3908262,"rfaF",18
"1490","chr1",3917871,3918924,"rfaG",10
"1491","chr1",3914546,3915636,"rfaI",16
"1492","chr1",3913527,3914540,"rfaJ",4
"1493","chr1",3910819,3911628,"rfaK",14
"1494","chr1",3909573,3910724,"rfaL",19
"1495","chr1",3916750,3917870,"rfaP",9
"1496","chr1",3919350,3920625,"rfaQ",13
"1497","chr1",3912499,3913520,"rfaY",7
"1498","chr1",3911778,3912476,"rfaZ",9
"1499","chr1",2176593,2177491,"rfbA",14
"1500","chr1",2178954,2179862,"rfbB",8
"1501","chr1",2175667,2176551,"rfbC",16
"1502","chr1",2177492,2178590,"rfbD",13
"1503","chr1",2174117,2175109,"rfbF",2
"1504","chr1",2173347,2174116,"rfbG",1
"1505","chr1",2172263,2173347,"rfbH",16
"1506","chr1",2175115,2175666,"rfbI",17
"1507","chr1",618593,618927,"rfbI",17
"1508","chr1",2162430,2163849,"rfbP",9
"1509","chr1",4128192,4129247,"rfe",6
"1510","chr1",4132780,4133016,"rffG",9
"1511","chr1",4133108,4133664,"rffH",4
"1512","chr1",4257321,4258934,"rhaA",13
"1513","chr1",4259012,4259914,"rhaB",13
"1514","chr1",4256065,4257320,"rhaD",5
"1515","chr1",4260912,4262101,"rhaR",3
"1516","chr1",4260056,4260911,"rhaS",4
"1517","chr1",4262565,4263248,"rhaT",10
"1518","chr1",4124837,4125178,"rhlB",5
"1519","chr1",887150,889305,"rhlE",9
"1520","chr1",4127086,4128189,"rho",12
"1521","chr1",4165142,4165775,"rhtC",7
"1522","chr1",1804749,1807432,"ribA",7
"1523","chr1",471023,471507,"ribD",9
"1524","chr1",1504226,1505385,"ribE",8
"1525","chr1",53838,56689,"ribF",3
"1526","chr1",471516,471947,"ribH",2
"1527","chr1",61106,61793,"rihC",7
"1528","chr1",4813126,4813814,"rimI",5
"1529","chr1",1253097,1253751,"rimJ",1
"1530","chr1",947547,948039,"rimK",5
"1531","chr1",1701780,1702900,"rimL",7
"1532","chr1",2816643,2816900,"rimM",2
"1533","chr1",700911,702025,"rlpA",7
"1534","chr1",709128,711727,"rlpB",1
"1535","chr1",110002,112908,"rluA",8
"1536","chr1",1273236,1273979,"rluC",10
"1537","chr1",2806644,2807399,"rluD",10
"1538","chr1",3954765,3957640,"rmbA",3
"1539","chr1",680908,682385,"rna",10
"1540","chr1",1796527,1798518,"rnb",20
"1541","chr1",2725782,2726767,"rnc",4
"1542","chr1",1915216,1916912,"rnd",21
"1543","chr1",1272121,1273080,"rne",36
"1544","chr1",303403,304134,"rnhA",2
"1545","chr1",269536,272937,"rnhB",7
"1546","chr1",4046173,4046424,"rnpA",1
"1547","chr1",1512441,1512861,"rnt",8
"1548","chr1",4843688,4844238,"rob",2
"1549","chr1",280295,280517,"rof",2
"1550","chr1",3638698,3639534,"rpe",3
"1551","chr1",3927521,3928396,"rph",13
"1552","chr1",3225578,3226489,"rpiA",4
"1553","chr1",4364660,4365171,"rplA",4
"1554","chr1",3594649,3594947,"rplB",1
"1555","chr1",3596226,3596553,"rplC",1
"1556","chr1",3595564,3596205,"rplD",1
"1557","chr1",3589421,3589829,"rplF",2
"1558","chr1",4632105,4633042,"rplI",2
"1559","chr1",4365224,4365603,"rplJ",1
"1560","chr1",3513552,3514695,"rplM",1
"1561","chr1",3472785,3473108,"rpmA",1
"1562","chr1",3587994,3588507,"rpmD",1
"1563","chr1",526616,526761,"rpmE2",1
"1564","chr1",3922238,3922487,"rpmG",1
"1565","chr1",3584323,3584956,"rpoA",1
"1566","chr1",4370012,4374249,"rpoB",33
"1567","chr1",4374291,4374614,"rpoC",53
"1568","chr1",3378379,3378896,"rpoD",15
"1569","chr1",2780431,2782037,"rpoE",2
"1570","chr1",3737039,3738086,"rpoH",2
"1571","chr1",3485861,3486160,"rpoN",10
"1572","chr1",3066556,3067808,"rpoS",2
"1573","chr1",3934071,3936193,"rpoZ",1
"1574","chr1",1067568,1067907,"rpsA",12
"1575","chr1",255269,256132,"rpsB",1
"1576","chr1",3593168,3593509,"rpsC",1
"1577","chr1",3602342,3602729,"rpsG",2
"1578","chr1",3512821,3513264,"rpsI",1
"1579","chr1",3593810,3594644,"rpsS",1
"1580","chr1",1645804,1647501,"rpsV",1
"1581","chr1",4356672,4357695,"rrfB",1
"1582","chr1",2799961,2800033,"rrlG",3
"1583","chr1",1933579,1935331,"rrmA",10
"1584","chr1",2779431,2780026,"rseA",1
"1585","chr1",2778749,2779417,"rseB",10
"1586","chr1",2777793,2778748,"rseC",4
"1587","chr1",4812272,4812648,"rsmC",17
"1588","chr1",1583454,1584485,"rspA",10
"1589","chr1",1584539,1585516,"rspB",13
"1590","chr1",1552133,1552474,"rstA",5
"1591","chr1",1547809,1549522,"rstB",16
"1592","chr1",2324547,2326307,"rsuA",3
"1593","chr1",3681374,3682600,"rtcA",18
"1594","chr1",3683136,3684694,"rtcB",19
"1595","chr1",3686459,3687229,"rtcR",16
"1596","chr1",4165858,4166889,"rthB",7
"1597","chr1",2316201,2318013,"rtn",14
"1598","chr1",1852853,1852934,"rtT",3
"1599","chr1",1991096,1991997,"ruvA",7
"1600","chr1",1990070,1990693,"ruvB",15
"1601","chr1",1993783,1994535,"ruvC",6
"1602","chr1",343560,346077,"safB",10
"1603","chr1",346092,346569,"safC",18
"1604","chr1",346968,347796,"safD",1
"1605","chr1",2280921,2281186,"sanA",5
"1606","chr1",1785304,1786259,"sapA",9
"1607","chr1",1786260,1787151,"sapB",13
"1608","chr1",1787152,1788137,"sapC",5
"1609","chr1",1788138,1788960,"sapD",16
"1610","chr1",1789089,1789692,"sapF",7
"1611","chr1",2145824,2147195,"sbcB",15
"1612","chr1",449379,450592,"sbcC",48
"1613","chr1",450723,451485,"sbcD",23
"1614","chr1",431584,432689,"sbmA",13
"1615","chr1",2136022,2137200,"sbmC",3
"1616","chr1",4274584,4275354,"sbp",9
"1617","chr1",1200547,1202428,"scsA",2
"1618","chr1",1202429,1203043,"scsB",22
"1619","chr1",1203044,1203555,"scsC",9
"1620","chr1",1203676,1204929,"scsD",3
"1621","chr1",1924773,1926476,"sdaA",16
"1622","chr1",3123584,3124419,"sdaB",16
"1623","chr1",3122115,3123493,"sdaC",9
"1624","chr1",800494,801224,"sdhA",16
"1625","chr1",801627,804549,"sdhB",6
"1626","chr1",798708,800491,"sdhD",1
"1627","chr1",2040609,2041357,"sdiA",5
"1628","chr1",161532,161941,"secA",24
"1629","chr1",3896559,3896823,"secB",1
"1630","chr1",464178,465161,"secD",16
"1631","chr1",465301,465674,"secF",5
"1632","chr1",3462414,3463743,"secG",1
"1633","chr1",3587373,3587810,"secY",1
"1634","chr1",3874195,3874814,"selA",15
"1635","chr1",3872705,3874107,"selB",29
"1636","chr1",1376648,1378597,"selD",5
"1637","chr1",759749,761401,"seqA",2
"1638","chr1",3224783,3225457,"serA",10
"1639","chr1",4834284,4835676,"serB",10
"1640","chr1",1062637,1063920,"serC",10
"1641","chr1",1045269,1047766,"serS",8
"1642","chr1",2308968,2309634,"setB",12
"1643","chr1",571975,572983,"sfbA",8
"1644","chr1",572984,573650,"sfbB",12
"1645","chr1",573689,574801,"sfbC",4
"1646","chr1",1647775,1648797,"sfcA",9
"1647","chr1",217751,218281,"sfsA",6
"1648","chr1",4626965,4627440,"sgaB",6
"1649","chr1",4629783,4630071,"sgaE",13
"1650","chr1",4628103,4628953,"sgaH",3
"1651","chr1",4626647,4626964,"sgaT",13
"1652","chr1",4628954,4629654,"sgaU",9
"1653","chr1",3864833,3865652,"sgbE",15
"1654","chr1",3863114,3863959,"sgbH",11
"1655","chr1",3863960,3864672,"sgbU",5
"1656","chr1",2634402,2641716,"shdA",58
"1657","chr1",3031540,3032596,"sicA",3
"1658","chr1",3024115,3024375,"sicP",3
"1659","chr1",1311173,1312019,"sifA",10
"1660","chr1",1693388,1693629,"sifB",11
"1661","chr1",2651147,2651380,"sinH",41
"1662","chr1",2648609,2650807,"sinI",21
"1663","chr1",349672,349890,"sinR",4
"1664","chr1",3026762,3027799,"sipA",34
"1665","chr1",3030905,3031414,"sipB",16
"1666","chr1",3029121,3030904,"sipC",9
"1667","chr1",3027864,3029098,"sipD",17
"1668","chr1",1872492,1873324,"sirC",3
"1669","chr1",3007281,3008099,"sitA",11
"1670","chr1",3008100,3008950,"sitB",8
"1671","chr1",3008951,3009806,"sitC",3
"1672","chr1",3009905,3010816,"sitD",6
"1673","chr1",1917759,1918465,"slp",6
"1674","chr1",57782,58746,"slpA",1
"1675","chr1",2980216,2981008,"slrB",2
"1676","chr1",869336,870255,"slrP",33
"1677","chr1",3960760,3961244,"slsA",5
"1678","chr1",4840893,4841374,"slt",13
"1679","chr1",1520359,1520840,"slyA",3
"1680","chr1",1521087,1522219,"slyB",4
"1681","chr1",3607007,3607212,"slyD",9
"1682","chr1",3606322,3606923,"slyX",1
"1683","chr1",3576933,3577452,"smf",9
"1684","chr1",4833231,4834210,"smp",6
"1685","chr1",2839117,2840520,"smpB",1
"1686","chr1",1078194,1079500,"smtA",3
"1687","chr1",1658402,1658986,"smvA",26
"1688","chr1",4267179,4267931,"sodA",9
"1689","chr1",1510112,1510966,"sodB",6
"1690","chr1",1130658,1131359,"sodC",4
"1691","chr1",1516538,1518576,"sodC",4
"1692","chr1",1814352,1815107,"sohB",13
"1693","chr1",1247641,1247907,"solA",7
"1694","chr1",2144242,2145688,"sopA",29
"1695","chr1",1180229,1180406,"sopB",32
"1696","chr1",3088196,3088939,"sopD",16
"1697","chr1",1953404,1953810,"sopE2",21
"1698","chr1",4505139,4505815,"soxR",3
"1699","chr1",4504334,4504854,"soxS",1
"1700","chr1",3035253,3036262,"spaO",7
"1701","chr1",3034342,3035252,"spaP",1
"1702","chr1",3033392,3033656,"spaR",6
"1703","chr1",3032597,3033391,"spaS",1
"1704","chr1",3250918,3251049,"speA",19
"1705","chr1",3240650,3241606,"speB",1
"1706","chr1",3275329,3276047,"speC",26
"1707","chr1",195016,195889,"speD",7
"1708","chr1",195983,196342,"speE",10
"1709","chr1",766342,767015,"speF",14
"1710","chr1",1581299,1581652,"speG",3
"1711","chr1",3936198,3936872,"spoT",23
"1712","chr1",3936873,3938974,"spoU",7
"1713","chr1",1374917,1375482,"sppA",16
"1714","chr1",2314547,2316111,"spr",2
"1715","chr1",3012114,3013008,"sprB",11
"1716","chr1",3255348,3256118,"sprT",5
"1717","chr1",3023696,3024095,"sptP",26
"1718","chr1",1389108,1390016,"spy",7
"1719","chr1",1681083,1684061,"srfA",20
"1720","chr1",1684062,1686211,"srfB",36
"1721","chr1",1686256,1686528,"srfC",15
"1722","chr1",4670367,4671204,"srfJ",5
"1723","chr1",2978859,2979843,"srlA",3
"1724","chr1",2981072,2981443,"srlD",4
"1725","chr1",2979844,2980215,"srlE",6
"1726","chr1",2784258,2785163,"srmB",14
"1727","chr1",1480387,1481866,"ssaB",1
"1728","chr1",1481867,1483078,"ssaC",21
"1729","chr1",1483080,1483328,"ssaD",18
"1730","chr1",1483585,1483918,"ssaE",3
"1731","chr1",1489778,1490011,"ssaG",1
"1732","chr1",1490023,1490261,"ssaH",4
"1733","chr1",1490262,1491017,"ssaI",5
"1734","chr1",1491035,1491573,"ssaJ",7
"1735","chr1",1492216,1493236,"ssaK",5
"1736","chr1",1493288,1493639,"ssaL",11
"1737","chr1",1493640,1495673,"ssaM",11
"1738","chr1",1496986,1497338,"ssaN",12
"1739","chr1",1497339,1497691,"ssaO",3
"1740","chr1",1497692,1498667,"ssaP",1
"1741","chr1",1498732,1499374,"ssaQ",11
"1742","chr1",1499375,1499640,"ssaR",2
"1743","chr1",1499641,1500416,"ssaS",1
"1744","chr1",1500417,1501480,"ssaT",8
"1745","chr1",1501631,1501704,"ssaU",8
"1746","chr1",1495674,1496983,"ssaV",15
"1747","chr1",4477865,4478495,"ssb",3
"1748","chr1",1484980,1486442,"sscA",11
"1749","chr1",1487962,1488740,"sscB",2
"1750","chr1",2673989,2674663,"sseA",10
"1751","chr1",1483919,1484506,"sseA",10
"1752","chr1",1484507,1484979,"sseB",26
"1753","chr1",2676118,2677414,"sseB",26
"1754","chr1",1486451,1487041,"sseC",21
"1755","chr1",1487042,1487464,"sseD",6
"1756","chr1",1487516,1487950,"sseE",5
"1757","chr1",1488741,1489434,"sseF",8
"1758","chr1",1489521,1489743,"sseG",17
"1759","chr1",1722634,1722978,"sseJ",26
"1760","chr1",3511461,3512217,"sspA",3
"1761","chr1",3510560,3511210,"sspB",5
"1762","chr1",2343419,2343626,"sspH2",4
"1763","chr1",1479990,1480386,"ssrA",36
"1764","chr1",1476827,1479596,"ssrB",11
"1765","chr1",385574,386305,"stbA",6
"1766","chr1",384404,384948,"stbB",6
"1767","chr1",383581,384357,"stbC",29
"1768","chr1",381036,383580,"stbD",15
"1769","chr1",379706,381035,"stbE",7
"1770","chr1",3192429,3193077,"stdA",7
"1771","chr1",3191126,3191849,"stdB",39
"1772","chr1",3188517,3191023,"stdC",16
"1773","chr1",231287,233961,"stfA",2
"1774","chr1",233964,234731,"stfC",29
"1775","chr1",234737,235244,"stfD",12
"1776","chr1",235245,235717,"stfE",5
"1777","chr1",235718,236265,"stfF",2
"1778","chr1",236265,237104,"stfG",5
"1779","chr1",4852867,4853418,"sthA",2
"1780","chr1",4852113,4852796,"sthB",19
"1781","chr1",4849530,4852074,"sthD",7
"1782","chr1",4848955,4849527,"sthE",14
"1783","chr1",209282,209733,"stiA",7
"1784","chr1",208383,208928,"stiB",4
"1785","chr1",207652,208341,"stiC",33
"1786","chr1",205079,207631,"stiH",4
"1787","chr1",4828907,4829628,"stjB",31
"1788","chr1",4829692,4830392,"stjC",9
"1789","chr1",16083,16432,"STM0014",12
"1790","chr1",16493,17033,"STM0015",3
"1791","chr1",17043,17493,"STM0016",2
"1792","chr1",17860,19966,"STM0017",6
"1793","chr1",20051,23054,"STM0018",23
"1794","chr1",23335,24039,"STM0019",40
"1795","chr1",24462,25011,"STM0020",8
"1796","chr1",33357,34368,"STM0029",8
"1797","chr1",34376,34816,"STM0030",16
"1798","chr1",35331,37057,"STM0031",7
"1799","chr1",37103,38674,"STM0032",11
"1800","chr1",38773,39540,"STM0033",9
"1801","chr1",40120,41624,"STM0034",2
"1802","chr1",41717,42913,"STM0035",7
"1803","chr1",42926,44185,"STM0036",12
"1804","chr1",44305,46027,"STM0037",16
"1805","chr1",46083,47356,"STM0038",24
"1806","chr1",50451,51829,"STM0041",15
"1807","chr1",52280,52550,"STM0042",10
"1808","chr1",60151,61084,"STM0050",22
"1809","chr1",61794,63413,"STM0052",5
"1810","chr1",63548,64855,"STM0053",15
"1811","chr1",64862,66644,"STM0054",1
"1812","chr1",67052,68400,"STM0056",1
"1813","chr1",68637,69680,"STM0057",11
"1814","chr1",94123,94547,"STM0080",1
"1815","chr1",94771,95069,"STM0081",10
"1816","chr1",95271,95465,"STM0082",6
"1817","chr1",95952,97848,"STM0083",6
"1818","chr1",98245,98764,"STM0084",22
"1819","chr1",116294,116601,"STM0098",3
"1820","chr1",116816,117235,"STM0099",8
"1821","chr1",117241,117949,"STM0100",5
"1822","chr1",171810,173227,"STM0148",10
"1823","chr1",173380,174812,"STM0149",14
"1824","chr1",183042,183840,"STM0155",4
"1825","chr1",183846,185488,"STM0156",3
"1826","chr1",192403,193394,"STM0162",15
"1827","chr1",193399,194171,"STM0163",7
"1828","chr1",194201,195011,"STM0164",12
"1829","chr1",237212,238505,"STM0201",5
"1830","chr1",249290,250114,"STM0212",6
"1831","chr1",276012,278164,"STM0233",15
"1832","chr1",298241,299020,"STM0257",34
"1833","chr1",305732,306723,"STM0266",17
"1834","chr1",306724,308613,"STM0267",9
"1835","chr1",308623,309113,"STM0268",8
"1836","chr1",309114,309924,"STM0269",7
"1837","chr1",309925,310832,"STM0270",11
"1838","chr1",311190,313834,"STM0271",8
"1839","chr1",313927,314476,"STM0272",26
"1840","chr1",314493,316008,"STM0273",5
"1841","chr1",316071,316181,"STM0274",11
"1842","chr1",316308,316640,"STM0274A",2
"1843","chr1",316888,317379,"STM0275",5
"1844","chr1",317678,318149,"STM0276",7
"1845","chr1",318150,318537,"STM0277",3
"1846","chr1",318674,319165,"STM0278",NA
"1847","chr1",319768,321105,"STM0280",5
"1848","chr1",321106,322413,"STM0281",17
"1849","chr1",322414,323194,"STM0282",9
"1850","chr1",323391,323828,"STM0283",1
"1851","chr1",323857,327725,"STM0284",4
"1852","chr1",327726,328509,"STM0285",37
"1853","chr1",328510,328932,"STM0286",8
"1854","chr1",328950,329477,"STM0287",2
"1855","chr1",329867,332063,"STM0288",1
"1856","chr1",332080,332533,"STM0289",44
"1857","chr1",332541,336646,"STM0290",3
"1858","chr1",337088,337824,"STM0291",24
"1859","chr1",340455,340703,"STM0295",10
"1860","chr1",342207,342722,"STM0296",8
"1861","chr1",349894,350619,"STM0305",1
"1862","chr1",371397,372642,"STM0327",10
"1863","chr1",372766,374189,"STM0328",5
"1864","chr1",374190,374823,"STM0329",10
"1865","chr1",374831,375711,"STM0330",2
"1866","chr1",375712,376630,"STM0331",6
"1867","chr1",376656,377573,"STM0332",4
"1868","chr1",377574,377854,"STM0333",2
"1869","chr1",378531,378935,"STM0334",1
"1870","chr1",378982,379705,"STM0335",6
"1871","chr1",386306,386610,"STM0341",8
"1872","chr1",387105,388684,"STM0342",3
"1873","chr1",388778,389493,"STM0343",26
"1874","chr1",389494,389988,"STM0344",15
"1875","chr1",390383,390913,"STM0345",9
"1876","chr1",391057,391698,"STM0346",2
"1877","chr1",391703,391933,"STM0347",4
"1878","chr1",391984,392350,"STM0348",1
"1879","chr1",392420,393893,"STM0349",1
"1880","chr1",393894,397057,"STM0350",25
"1881","chr1",397058,398290,"STM0351",25
"1882","chr1",398554,400849,"STM0352",18
"1883","chr1",400853,401325,"STM0353",24
"1884","chr1",401396,401597,"STM0354",7
"1885","chr1",401883,403143,"STM0355",1
"1886","chr1",403326,405290,"STM0356",10
"1887","chr1",410159,411177,"STM0360",9
"1888","chr1",411177,411308,"STM0361",8
"1889","chr1",411510,412518,"STM0362",1
"1890","chr1",412664,414772,"STM0363",12
"1891","chr1",435598,436809,"STM0381",11
"1892","chr1",437092,437366,"STM0382",10
"1893","chr1",458886,459478,"STM0402",5
"1894","chr1",465700,466392,"STM0409",1
"1895","chr1",466546,466909,"STM0410",1
"1896","chr1",490250,491768,"STM0436A",5
"1897","chr1",491986,493273,"STM0437",21
"1898","chr1",516258,516727,"STM0458",7
