chrm,start,end,gene
chr1,1924773,1926476,STM1827
chr1,1926498,1928069,yoaE
chr1,1928045,1928380,STM1829
chr1,1928333,1929498,manX
chr1,1929538,1930351,manY
chr1,1930343,1931215,manZ
chr1,1931262,1931743,STM1833
chr1,1932075,1932707,yebN
chr1,1932704,1933524,rrmA
chr1,1933579,1935331,STM1836
chr1,1935544,1935767,cspC
chr1,1935766,1935926,yobF
chr1,1936558,1936856,STM1839
chr1,1936916,1937071,yobG
chr1,1937211,1937456,STM1841
chr1,1937668,1938469,kdgR
chr1,1938635,1940008,STM1843
chr1,1940056,1940954,htpX
chr1,1941131,1943197,prc
chr1,1943199,1943896,proQ
chr1,1943983,1944567,yebR
chr1,1944601,1945892,yebS
chr1,1945855,1948494,STM1849
chr1,1948558,1950011,yebU
chr1,1950114,1950365,STM1851
chr1,1950467,1950667,yebW
chr1,1950686,1951346,prpA
chr1,1951560,1951732,STM1854
chr1,1952009,1952738,sopE2
chr1,1953404,1953810,STM1856
chr1,1955004,1955423,STM1857
chr1,1955787,1956062,STM1858
chr1,1956228,1956368,STM1859
chr1,1956851,1957714,STM1860
chr1,1957832,1958200,STM1861
chr1,1959497,1960418,pagO
chr1,1960544,1960709,STM1863
chr1,1960712,1961333,STM1864
chr1,1961660,1961789,STM1865
chr1,1963169,1963376,pagK
chr1,1963473,1964361,mig-3
chr1,1965080,1965247,STM1868A
chr1,1965504,1966048,STM1869
chr1,1966091,1966378,STM1869A
chr1,1966507,1967005,STM1870
chr1,1967023,1967919,STM1871
chr1,1968116,1968239,STM1872
chr1,1968293,1968663,STM1873
chr1,1968663,1969547,STM1874
chr1,1969539,1969927,yobA
chr1,1970039,1970281,holE
chr1,1970377,1971045,STM1877
chr1,1971057,1971767,exoX
chr1,1971802,1973866,ptrB
chr1,1974066,1974735,yebE
chr1,1974819,1975184,yebF
chr1,1975240,1975543,yebG
chr1,1975647,1976839,purT
chr1,1976939,1977754,eda
chr1,1977618,1979494,edd
chr1,1979664,1981336,zwf
chr1,1981481,1982350,yebK
chr1,1982462,1983916,pykA
chr1,1983989,1984970,msbB
chr1,1985077,1986410,yebA
chr1,1986412,1987426,znuA
chr1,1987384,1988190,znuC
chr1,1988169,1988972,znuB
chr1,1989051,1990071,ruvB
chr1,1990070,1990693,ruvA
chr1,1991096,1991997,STM1896
chr1,1992611,1993223,yebB
chr1,1993225,1993759,ruvC
chr1,1993783,1994535,yebC
chr1,1994553,1995013,ntpA
chr1,1995108,1996892,aspS
chr1,1997189,1997771,yecD
chr1,1997748,1998586,yecE
chr1,1998627,1999034,yecN
chr1,1999060,1999818,yecO
chr1,1999802,2000786,yecP
chr1,2001022,2001779,cutC
chr1,2001788,2002374,yecM
chr1,2002583,2004327,argS
chr1,2004509,2006387,STM1910
chr1,2006441,2007586,STM1911
chr1,2007817,2008219,flhE
chr1,2008209,2010300,flhA
chr1,2010280,2011444,flhB
chr1,2011625,2012281,cheZ
chr1,2012280,2012684,cheY
chr1,2012687,2013747,cheB
chr1,2013733,2014607,cheR
chr1,2014753,2016428,cheM
chr1,2016651,2017165,cheW
chr1,2017175,2019201,cheA
chr1,2019195,2020132,motB
chr1,2020121,2021020,motA
chr1,2021133,2021723,flhC
chr1,2021714,2022215,flhD
chr1,2022735,2022854,STM1926
chr1,2022839,2023279,yecG
chr1,2023297,2024874,otsA
chr1,2024693,2025552,otsB
chr1,2026129,2026693,araH
chr1,2027217,2027740,ftnB
chr1,2027919,2028565,STM1933
chr1,2028800,2029148,STM1934
chr1,2029375,2029885,ftn
chr1,2029931,2030181,yecH
chr1,2030271,2031608,tyrP
chr1,2031683,2032361,yecA
chr1,2032586,2032919,STM1939
chr1,2033125,2034570,STM1940
chr1,2034777,2035109,STM1941
chr1,2035363,2035446,leuZ
chr1,2035461,2035531,cysT
chr1,2035587,2035659,glyW
chr1,2035810,2036377,pgsA
chr1,2036415,2038267,uvrC
chr1,2038244,2038914,uvrY
chr1,2039208,2039367,STM1948
chr1,2039353,2039588,yecF
chr1,2039655,2040395,sdiA
chr1,2040609,2041378,yecC
chr1,2041358,2042042,yecS
chr1,2042047,2043044,yedO
chr1,2043187,2043998,fliY
chr1,2044134,2044696,fliZ
chr1,2044744,2045477,fliA
chr1,2045732,2046196,tnpA_2
chr1,2046371,2047583,fliB
chr1,2047655,2049154,fliC
chr1,2049387,2050802,fliD
chr1,2050808,2051224,fliS
chr1,2051210,2051592,fliT
chr1,2051650,2053148,amyA
chr1,2053188,2053624,yedD
chr1,2053721,2055004,yedE
chr1,2054990,2055234,yedF
chr1,2055492,2055885,STM1967
chr1,2056005,2056331,fliE
chr1,2056526,2058218,fliF
chr1,2058194,2059206,fliG
chr1,2059189,2059906,fliH
chr1,2059886,2061276,fliI
chr1,2061282,2061741,fliJ
chr1,2061726,2062955,fliK
chr1,2063043,2063527,fliL
chr1,2063521,2064536,fliM
chr1,2064519,2064946,fliN
chr1,2064946,2065323,fliO
chr1,2065310,2066060,fliP
chr1,2066060,2066339,fliQ
chr1,2066332,2067142,fliR
chr1,2067341,2068047,rcsA
chr1,2068086,2068293,dsrB
chr1,2068397,2068636,yodD
chr1,2068647,2068736,dsrA
chr1,2068937,2069761,yedP
chr1,2069740,2071466,STM1987
chr1,2071617,2071862,STM1988
chr1,2071879,2072802,yedI
chr1,2072966,2073886,yedA
chr1,2073875,2074352,vsr
chr1,2074326,2075768,dcm
chr1,2075830,2076533,yedJ
chr1,2076617,2076928,STM1994
chr1,2077561,2078762,ompS
chr1,2079222,2079448,cspB
chr1,2079889,2081171,umuC
chr1,2081160,2081667,umuD
chr1,2081706,2081867,STM1999
chr1,2082174,2082260,serU
chr1,2082348,2083145,yeeI
chr1,2083247,2083319,asnT
chr1,2084217,2084289,asnT
chr1,2084449,2084928,STM2005
chr1,2085395,2086101,STM2006
chr1,2086918,2088612,STM2007
chr1,2088663,2090399,STM2008
chr1,2091304,2092770,amn
chr1,2092798,2092965,STM2010
chr1,2092954,2093284,STM2011
chr1,2094162,2094234,asnW
chr1,2094374,2095831,yeeO
chr1,2095992,2096064,asnU
chr1,2096293,2097236,erfK
chr1,2097300,2098383,cobT
chr1,2098397,2099156,cobS
chr1,2099137,2099693,cobU
chr1,2099679,2101205,cbiP
chr1,2101196,2102017,cbiO
chr1,2102020,2102703,cboQ
chr1,2102684,2102971,cbiN
chr1,2102967,2103709,cbiM
chr1,2103701,2104422,cbiL
chr1,2104411,2105212,cbiK
chr1,2105208,2106005,cbiJ
chr1,2105996,2106728,cbiH
chr1,2106721,2107781,cbiG
chr1,2107757,2108537,cbiF
chr1,2108514,2109098,cbiT
chr1,2109082,2109694,cbiE
chr1,2109681,2110825,cbiD
chr1,2110820,2111459,cbiC
chr1,2111463,2112428,cibB
chr1,2112419,2113805,cbiA
chr1,2114396,2115320,pocR
chr1,2115524,2116324,pduF
chr1,2116837,2117127,pduA
chr1,2117232,2117936,pudB
chr1,2117950,2119619,pduC
chr1,2119624,2120304,pduD
chr1,2120313,2120840,pduE
chr1,2120844,2122682,pduG
chr1,2122665,2123022,pduH
chr1,2123033,2123316,pduJ
chr1,2123320,2123802,pduK
chr1,2123795,2124434,pduL
chr1,2124426,2124922,pduM
chr1,2124918,2125201,pduN
chr1,2125205,2126221,pduO
chr1,2126213,2127612,pduP
chr1,2127618,2128736,pduQ
chr1,2128726,2130088,pduS
chr1,2130085,2130645,pduT
chr1,2130638,2130995,pduU
chr1,2130995,2131452,pduV
chr1,2131430,2132651,pduW
chr1,2132709,2133611,pduX
chr1,2133645,2133993,yeeX
chr1,2134225,2135296,yeeA
chr1,2135402,2135880,sbmC
chr1,2136022,2137200,dacD
chr1,2137318,2138096,phsC
chr1,2138079,2138665,phsB
chr1,2138672,2140956,phsA
chr1,2141556,2143915,sopA
chr1,2144242,2145688,sbcB
chr1,2145824,2147195,yeeF
chr1,2147468,2148394,yeeY
chr1,2148428,2149265,yeeZ
chr1,2149600,2150511,hisG
chr1,2150600,2151918,hisD
chr1,2151904,2152994,hisC
chr1,2152980,2154058,hisB
chr1,2154045,2154648,hisH
chr1,2154637,2155385,hisA
chr1,2155353,2156143,hisF
chr1,2156131,2156748,hisI
chr1,2156829,2157822,wzzB
chr1,2157955,2159121,udg
chr1,2159358,2160776,gnd
chr1,2160928,2162365,rfbP
chr1,2162430,2163870,rfbK
chr1,2163850,2165292,rfbM
chr1,2165290,2166240,rfbN
chr1,2166235,2167302,rfbU
chr1,2167616,2168622,rfbV
chr1,2168622,2169914,rfbX
chr1,2169996,2170901,rfbJ
chr1,2170923,2172243,rfbH
chr1,2172263,2173347,rfbG
chr1,2173347,2174127,rfbF
chr1,2174117,2175109,rfbI
chr1,2175115,2175677,rfbC
chr1,2175667,2176551,rfbA
chr1,2176593,2177505,rfbD
chr1,2177492,2178590,rfbB
chr1,2178954,2179862,galF
chr1,2180025,2181436,wcaM
chr1,2181439,2182667,wcaL
chr1,2182656,2183946,wcaK
chr1,2183958,2185448,wzxC
chr1,2185569,2186974,wcaJ
chr1,2187017,2188399,cpsG
chr1,2188498,2189946,manC
chr1,2189937,2191171,wcaI
chr1,2191157,2191630,wcaH
chr1,2191633,2192612,wcaG
chr1,2192601,2193734,gmd
chr1,2193746,2194312,wcaF
chr1,2194316,2195070,wcaE
chr1,2195075,2196296,wcaD
chr1,2196264,2197492,wcaC
chr1,2197478,2197981,wcaB
chr1,2197969,2198824,wcaA
chr1,2198898,2201068,wzc
chr1,2201054,2201515,wzb
chr1,2201509,2202775,wza
chr1,2203306,2204903,yegH
chr1,2204989,2206854,asmA
chr1,2206884,2207479,dcd
chr1,2207556,2208212,udk
chr1,2208522,2211518,yegE
chr1,2211486,2212521,alkA
chr1,2212475,2213841,yegD
chr1,2214267,2215523,STM2126
chr1,2215507,2218645,yegN
chr1,2218634,2221726,yegO
chr1,2221709,2223135,yegB
chr1,2223123,2224538,baeS
chr1,2224528,2225257,baeR
chr1,2225838,2226728,STM2133
chr1,2226721,2227444,STM2134
chr1,2227449,2229566,STM2135
chr1,2229673,2231043,yegQ
chr1,2231494,2232540,STM2137
chr1,2232576,2232997,STM2138
chr1,2233114,2233455,STM2139
chr1,2233999,2234910,yegS
chr1,2234963,2236029,fbaB
chr1,2236257,2237540,yegT
chr1,2237524,2238541,yegU
chr1,2238530,2239503,yegV
chr1,2239477,2240235,yegW
chr1,2240259,2241072,thiD
chr1,2241046,2241856,thiM
chr1,2242238,2242567,STM2148
chr1,2242830,2243848,stcD
chr1,2243853,2246354,stcC
chr1,2246356,2247053,stcB
chr1,2247095,2247637,stcA
chr1,2247904,2248203,yehE
chr1,2248463,2249583,mrp
chr1,2249717,2251770,metG
chr1,2251999,2252469,yehR
chr1,2252641,2253171,STM2156A
chr1,2253228,2253703,yehS
chr1,2253742,2254472,yehT
chr1,2254458,2256156,yehU
chr1,2256354,2257097,yehV
chr1,2257150,2257264,STM2161
chr1,2257245,2257992,yehW
chr1,2257960,2258920,yehX
chr1,2258900,2260089,yehY
chr1,2260073,2261002,yehZ
chr1,2261171,2263480,bglX
chr1,2263723,2265465,dld
chr1,2265523,2266483,pbpG
chr1,2266636,2267234,yohC
chr1,2267347,2267951,yohD
chr1,2268000,2268768,yohF
chr1,2268827,2270275,yohG
chr1,2270581,2270664,STM2173
chr1,2270722,2271672,yohI
chr1,2271769,2272969,STM2175
chr1,2272977,2273628,STM2176
chr1,2273630,2274336,STM2177
chr1,2274347,2275391,STM2178
chr1,2275396,2276760,STM2179
chr1,2276873,2277788,STM2180
chr1,2277907,2278318,yohJ
chr1,2278301,2279010,yohK
chr1,2279153,2280048,cdd
chr1,2280206,2280944,sanA
chr1,2280921,2281186,b2145
chr1,2281379,2282632,STM2186
chr1,2282612,2283861,yeiA
chr1,2283936,2284958,mglC
chr1,2284962,2286494,mglA
chr1,2286616,2287675,mglB
chr1,2288113,2289224,galS
chr1,2289285,2290436,yeiB
chr1,2290442,2291126,folE
chr1,2291440,2292297,yeiG
chr1,2292286,2292681,STM2195
chr1,2292680,2294053,STM2196
chr1,2294259,2295151,STM2197
chr1,2295178,2296506,STM2198
chr1,2296550,2298554,cirA
chr1,2298887,2300373,lysP
chr1,2300546,2301422,yeiE
chr1,2301518,2302579,yeiH
chr1,2302588,2303515,nfo
chr1,2303580,2305281,fruA
chr1,2305285,2306234,fruK
chr1,2306223,2307368,fruF
chr1,2307722,2308903,setB
chr1,2308968,2309645,STM2208
chr1,2309635,2309757,STM2209
chr1,2310492,2311295,yeiP
chr1,2311497,2312494,yeiR
chr1,2312516,2313243,yeiU
chr1,2313640,2314229,spr
chr1,2314547,2316111,rtn
chr1,2316201,2318023,yejA
chr1,2318014,2319127,yejB
chr1,2319116,2320152,yejE
chr1,2320141,2321743,yejF
chr1,2321747,2322104,yejG
chr1,2322482,2323684,bcr
chr1,2323700,2324412,rsuA
chr1,2324547,2326307,yejH
chr1,2326421,2326716,rplY
chr1,2326825,2327451,STM2225
chr1,2327473,2328494,yejK
chr1,2328647,2328887,yejL
chr1,2328901,2330679,yejM
chr1,2330748,2330821,STM2229
chr1,2330960,2331469,STM2230
chr1,2331491,2331781,STM2231
chr1,2332124,2333958,oafA
chr1,2334012,2334468,STM2233
chr1,2334833,2335365,STM2234
chr1,2335363,2336616,STM2235
chr1,2336665,2337190,STM2236
chr1,2337197,2337533,STM2237
chr1,2337817,2339154,STM2238
chr1,2339183,2339561,STM2239
chr1,2339566,2340564,STM2240
chr1,2340884,2343255,sspH2
chr1,2343419,2343626,STM2242
chr1,2343919,2344717,STM2243
chr1,2345007,2345216,STM2244
chr1,2345408,2345977,STM2245
chr1,2346688,2347348,narP
chr1,2347392,2348446,ccmH
chr1,2348432,2349000,ccmG
chr1,2348986,2350931,ccmF
chr1,2350914,2351404,ccmE
chr1,2351390,2351614,ccmD
chr1,2351599,2352356,ccmC
chr1,2352388,2353063,ccmB
chr1,2353044,2353681,ccmA
chr1,2353682,2354293,napC
chr1,2354294,2354743,napB
chr1,2354859,2355741,napH
chr1,2355715,2356425,napG
chr1,2356417,2358914,napA
chr1,2358900,2359176,napD
chr1,2359153,2359660,napF
chr1,2360058,2360552,eco
chr1,2360761,2362417,yojI
chr1,2362480,2363222,alkB
chr1,2363133,2364246,ada
chr1,2364275,2365341,apbE
chr1,2365442,2366750,ompC
chr1,2366829,2367009,micF
chr1,2367291,2369976,yojN
chr1,2369978,2370643,rcsB
chr1,2370746,2373608,rcsC
chr1,2373710,2376422,gyrA
chr1,2376756,2377964,STM2273
chr1,2377973,2379304,STM2274
chr1,2379342,2380232,STM2275
chr1,2380219,2381043,ubiG
chr1,2381277,2383684,nrdA
chr1,2383783,2384927,nrdB
chr1,2384927,2385181,yfaE
chr1,2385183,2386377,STM2280
chr1,2386530,2387413,STM2281
chr1,2387529,2388614,glpQ
chr1,2388604,2390082,glpT
chr1,2390063,2391863,glpA
chr1,2391840,2393112,glpB
chr1,2393096,2394299,glpC
chr1,2394786,2395747,STM2287
chr1,2395857,2396037,STM2288
chr1,2396039,2396852,STM2289
chr1,2396868,2398169,yfaV
chr1,2398213,2399430,yfaW
chr1,2399432,2400226,yfaX
chr1,2400464,2401672,STM2293
chr1,2401775,2402422,yfaZ
chr1,2402583,2403021,yfaO
chr1,2403066,2403680,ais
chr1,2403942,2405109,yfbE
chr1,2405099,2406095,pmrF
chr1,2406078,2408074,yfbG
chr1,2408057,2408970,STM2300
chr1,2408950,2410613,pqaB
chr1,2410610,2410945,STM2302
chr1,2410928,2411322,STM2303
chr1,2411317,2411585,pmrD
chr1,2411672,2413059,menE
chr1,2413036,2414010,menC
chr1,2413998,2414866,menB
chr1,2414870,2415642,yfbB
chr1,2415625,2417307,menD
chr1,2417381,2418690,menF
chr1,2418777,2419095,elaB
chr1,2419137,2419610,elaA
chr1,2419650,2420576,elaC
chr1,2420636,2421643,STM2314
chr1,2421684,2423476,yfbK
chr1,2424353,2425638,nuoN
chr1,2425817,2427363,nuoM
chr1,2427660,2429512,nuoL
chr1,2429498,2429811,nuoK
chr1,2429797,2430363,nuoJ
chr1,2430362,2430920,nuoI
chr1,2430919,2431907,nuoH
chr1,2431893,2434633,nuoG
chr1,2434650,2436001,nuoF
chr1,2435984,2436498,nuoE
chr1,2436487,2438303,nuoC
chr1,2438376,2439049,nuoB
chr1,2439054,2439694,nuoA
chr1,2439892,2440048,STM2329
chr1,2440124,2441072,lrhA
chr1,2441981,2443208,yfbQ
chr1,2443292,2443901,STM2332
chr1,2443993,2445830,yfbS
chr1,2445896,2446573,yfbT
chr1,2446566,2447072,yfbU
chr1,2447143,2447608,STM2336
chr1,2447927,2449140,ackA
chr1,2449206,2451361,pta
chr1,2451564,2453099,yfcC
chr1,2453148,2454108,STM2340
chr1,2454094,2454930,STM2341
chr1,2454921,2456319,STM2342
chr1,2456333,2456611,STM2343
chr1,2456686,2457135,STM2344
chr1,2457374,2458401,STM2345
chr1,2458407,2458972,STM2346
chr1,2459018,2459581,yfcE
chr1,2459625,2460278,yfcF
chr1,2460401,2461059,yfcG
chr1,2461174,2462078,yfcH
chr1,2462130,2462906,hisP
chr1,2462917,2463636,hisM
chr1,2463621,2464320,hisQ
chr1,2464490,2465282,hisJ
chr1,2465510,2466303,argT
chr1,2466581,2467163,ubiX
chr1,2467177,2468589,STM2357
chr1,2468647,2469757,STM2358
chr1,2469752,2471185,STM2359
chr1,2471264,2472666,STM2360
chr1,2472865,2474299,STM2361
chr1,2474335,2475866,purF
chr1,2475890,2476455,cvpA
chr1,2476689,2477376,dedD
chr1,2477353,2478638,folC
chr1,2478689,2479694,accD
chr1,2479753,2480427,dedA
chr1,2480461,2481290,truA
chr1,2481273,2482301,usg
chr1,2482354,2483504,pdxB
chr1,2483580,2484595,flk
chr1,2484592,2485782,STM2372
chr1,2485950,2486331,STM2373
chr1,2486491,2486745,STM2374
chr1,2486906,2487282,STM2375
chr1,2487274,2487800,STM2376
chr1,2487867,2488528,STM2377
chr1,2488621,2489845,fabB
chr1,2489927,2491995,STM2379
chr1,2492047,2492333,yfcL
chr1,2492355,2492921,yfcM
chr1,2492903,2493732,yfcA
chr1,2493712,2494546,mepA
chr1,2494540,2495636,aroC
chr1,2495661,2496602,yfcB
chr1,2496745,2497310,yfcN
chr1,2497410,2497905,sixA
chr1,2498104,2500265,yfcX
chr1,2500251,2501573,yfcY
chr1,2501739,2502036,yfcZ
chr1,2502255,2503701,fadL
chr1,2503762,2504530,vacJ
chr1,2504792,2505747,yfdC
chr1,2505821,2505892,argW
chr1,2506054,2507005,pgtE
chr1,2507260,2508512,pgtA
chr1,2508497,2510509,pgtB
chr1,2510500,2511698,pgtC
chr1,2512122,2513520,pgtP
chr1,2513796,2514053,STM2400
chr1,2514550,2515480,ddg
chr1,2516004,2517251,yfdZ
chr1,2517963,2518944,glk
chr1,2519120,2520367,STM2404
chr1,2520387,2522046,STM2405
chr1,2522205,2523217,STM2406
chr1,2523318,2523657,ypeC
chr1,2523718,2524969,mntH
chr1,2525190,2526504,nupC
chr1,2526557,2528746,yfeA
chr1,2528938,2529010,alaX
chr1,2529056,2529128,alaW
chr1,2529340,2529714,yfeC
chr1,2529716,2530108,yfeD
chr1,2530162,2531588,gltX
chr1,2531834,2531906,valU
chr1,2531955,2532027,valX
chr1,2532072,2532144,valY
chr1,2532152,2532224,lysV
chr1,2532393,2533356,xapR
chr1,2533546,2534814,xapB
chr1,2534857,2535746,xapA
chr1,2535932,2536707,yfeN
chr1,2536769,2537695,yfeR
chr1,2537774,2538783,yfeH
chr1,2538780,2539007,STM2426
chr1,2539000,2541025,lig
chr1,2541087,2542082,zipA
chr1,2542287,2543066,cysZ
chr1,2543157,2544201,cysK
chr1,2544492,2544842,ptsH
chr1,2544880,2546618,ptsI
chr1,2546647,2547168,crr
chr1,2547317,2547563,STM2434
chr1,2547553,2548431,pdxK
chr1,2548498,2549794,ptsJ
chr1,2549801,2550528,yfeJ
chr1,2550568,2550967,yfeK
chr1,2550976,2551519,yfeL
chr1,2551650,2552569,cysM
chr1,2552629,2553739,cysA
chr1,2553716,2554596,cysW
chr1,2554591,2555438,cysU
chr1,2555424,2556546,cysP
chr1,2556598,2557404,ucpA
chr1,2557627,2558537,STM2446
chr1,2558621,2559207,STM2447
chr1,2559258,2559707,yfeZ
chr1,2559694,2560230,STM2449
chr1,2560324,2561201,amiA
chr1,2561195,2562103,hemF
chr1,2562124,2562453,STM2452
chr1,2562575,2563859,STM2453
chr1,2564059,2565126,eutR
chr1,2565159,2565666,eutK
chr1,2565666,2566336,eutL
chr1,2566335,2567245,eutC
chr1,2567250,2568624,eutB
chr1,2568623,2570040,eutA
chr1,2570023,2571264,eutH
chr1,2571369,2572569,eutG
chr1,2572546,2573397,eutJ
chr1,2573396,2574813,eutE
chr1,2574811,2575110,eutN
chr1,2575211,2575513,eutM
chr1,2575542,2576566,eutD
chr1,2576555,2577370,eutT
chr1,2577355,2578060,eutQ
chr1,2578022,2578510,eutP
chr1,2578514,2578865,eutS
chr1,2579330,2579794,tnpA_3
chr1,2579978,2582270,maeB
chr1,2582515,2583479,talA
chr1,2583487,2585499,tktB
chr1,2585562,2585800,STM2475
chr1,2585920,2586980,ypfG
chr1,2587088,2587674,yffH
chr1,2587855,2589165,STM2478
chr1,2589614,2591584,aegA
chr1,2591746,2593461,narQ
chr1,2593632,2596759,acrD
chr1,2597322,2597689,yffB
chr1,2597681,2598820,dapE
chr1,2598841,2599048,STM2484
chr1,2599075,2601104,ypfI
chr1,2601109,2601981,STM2486
chr1,2602103,2602982,purC
chr1,2602991,2604037,nlpB
chr1,2604042,2604982,dapA
chr1,2605000,2605638,gcvR
chr1,2605621,2606108,bcp
chr1,2606155,2606508,STM2492
chr1,2606695,2607776,perM
chr1,2607957,2609433,STM2494
chr1,2609462,2609832,yfgD
chr1,2609859,2610584,yfgE
chr1,2610655,2611956,uraA
chr1,2612032,2612819,upp
chr1,2613008,2614109,purM
chr1,2614095,2614747,purN
chr1,2614919,2617002,ppk
chr1,2617007,2618548,ppx
chr1,2618584,2620797,STM2503
chr1,2620894,2621031,STM2504
chr1,2621102,2621367,STM2505
chr1,2621198,2621401,STM2506
chr1,2621480,2621716,STM2507
chr1,2621942,2622271,STM2508
chr1,2622291,2622652,STM2509
chr1,2622804,2624396,guaA
chr1,2624451,2626003,guaB
chr1,2626078,2627427,xseA
chr1,2627589,2633715,shdA
chr1,2634402,2641716,ratB
chr1,2641875,2647476,ratA
chr1,2647592,2648558,sinI
chr1,2648609,2650807,sinH
chr1,2651147,2651380,yfgJ
chr1,2651457,2652941,engA
chr1,2653048,2654236,yfgL
chr1,2654237,2654872,yfgM
chr1,2654871,2656161,hisS
chr1,2656256,2657384,gcpE
chr1,2657401,2658405,yfgA
chr1,2658697,2659875,yfgB
chr1,2660070,2660510,ndk
chr1,2660622,2661485,STM2527
chr1,2661485,2662300,STM2528
chr1,2662287,2662923,STM2529
chr1,2662913,2665318,STM2530
chr1,2665447,2667762,pbpC
chr1,2667763,2672709,STM2532
chr1,2672894,2673748,sseA
chr1,2673989,2674663,STM2534
chr1,2675232,2676017,sseB
chr1,2676118,2677414,pepB
chr1,2677648,2677857,yfhJ
chr1,2677860,2678205,fdx
chr1,2678197,2680059,hscA
chr1,2680060,2680608,hscB
chr1,2680771,2681105,yfhF
chr1,2681123,2681523,nifU
chr1,2681537,2682767,nifS
chr1,2682932,2683441,yfhP
chr1,2683586,2684330,STM2545
chr1,2684427,2685239,suhB
chr1,2685372,2686262,STM2547
chr1,2686437,2687487,asrA
chr1,2687483,2688309,asrB
chr1,2688313,2689333,asrC
chr1,2689334,2690325,STM2551
chr1,2690311,2690956,STM2552
chr1,2691059,2692352,csiE
chr1,2692347,2693495,hcaT
chr1,2693682,2695130,glyA
chr1,2695248,2696450,hmpA
chr1,2696564,2698176,cadC
chr1,2698371,2699868,cadB
chr1,2699938,2702095,cadA
chr1,2702140,2703611,yjdL
chr1,2703660,2704089,glnB
chr1,2704075,2705423,yfhA
chr1,2705409,2706173,yfhG
chr1,2706175,2707617,yfhK
chr1,2708255,2712297,purG
chr1,2712164,2712397,STM2566
chr1,2712385,2713942,yfhD
chr1,2713993,2714544,yfhC
chr1,2714569,2715216,yfhB
chr1,2715208,2716578,STM2570
chr1,2716580,2717484,STM2571
chr1,2717577,2718437,yfhH
chr1,2718476,2719400,STM2573
chr1,2719415,2720622,STM2574
chr1,2720727,2721653,STM2575
chr1,2721679,2721951,yfhL
chr1,2722063,2722460,acpS
chr1,2722443,2723184,pdxJ
chr1,2723186,2723914,recO
chr1,2723926,2724842,era
chr1,2724828,2725518,rnc
chr1,2725782,2726767,lepB
chr1,2726773,2728572,lepA
chr1,2728973,2730470,gogB
chr1,2731352,2731902,STM2585
chr1,2733014,2733241,STM2585A
chr1,2733338,2733923,STM2586
chr1,2733906,2734735,STM2587
chr1,2734727,2737105,STM2588
chr1,2737434,2740796,STM2589
chr1,2740858,2741511,STM2590
chr1,2741403,2742009,STM2591
chr1,2742147,2742853,STM2592
chr1,2742855,2743192,STM2593
chr1,2743187,2746289,STM2594
chr1,2746254,2746598,STM2595
chr1,2746589,2746990,STM2596
chr1,2747035,2747789,STM2597
chr1,2747789,2748197,STM2598
chr1,2748167,2749429,STM2599
chr1,2749478,2750063,STM2600
chr1,2750084,2750472,STM2601
chr1,2750478,2750844,STM2602
chr1,2750895,2751930,STM2603
chr1,2751978,2752332,STM2604
chr1,2752338,2753842,STM2605
chr1,2753824,2755410,STM2606
chr1,2755401,2755612,STM2607
chr1,2755588,2757526,STM2608
chr1,2757491,2758036,STM2609
chr1,2758310,2758724,STM2610
chr1,2758960,2759418,STM2611
chr1,2759430,2759889,STM2612
chr1,2759866,2760202,STM2613
chr1,2760465,2761157,STM2614
chr1,2761650,2761723,STM2615
chr1,2762067,2762637,STM2616
chr1,2762903,2763587,STM2617
chr1,2763577,2763724,STM2618
chr1,2763714,2764331,STM2619
chr1,2764534,2765142,STM2620
chr1,2765552,2765791,STM2621
chr1,2766077,2766370,STM2622
chr1,2766445,2766762,STM2623
chr1,2766753,2767106,STM2624
chr1,2767111,2767867,STM2625
chr1,2767863,2768852,STM2626
chr1,2768931,2769305,STM2627
chr1,2769611,2770040,STM2628
chr1,2770084,2770350,STM2629
chr1,2770336,2770501,STM2630
chr1,2770523,2770873,STM2631
chr1,2770988,2773885,STM2632
chr1,2773844,2775005,STM2633
chr1,2775040,2775287,STM2634
chr1,2775321,2775612,STM2635
chr1,2775590,2776825,STM2636
chr1,2777317,2777808,rseC
chr1,2777793,2778768,rseB
chr1,2778749,2779417,rseA
chr1,2779431,2780026,rpoE
chr1,2780431,2782053,nadB
chr1,2782038,2782789,yfiC
chr1,2782896,2784240,srmB
chr1,2784258,2785163,yfiE
chr1,2785247,2785847,yfiK
chr1,2785909,2786307,yfiD
chr1,2786599,2787300,ung
chr1,2787416,2788465,yfiF
chr1,2788647,2789076,trxC
chr1,2789149,2789829,yfiP
chr1,2789870,2792543,yfiQ
chr1,2792640,2794013,pssA
chr1,2794045,2794381,yfiM
chr1,2794378,2795691,kgtP
chr1,2795783,2796245,STM2655
chr1,2796443,2796564,rrfG
chr1,2796758,2799767,rrlG
chr1,2799961,2800033,gltW
chr1,2800121,2801663,rrsG
chr1,2802119,2804700,clpB
chr1,2804822,2805564,yfiH
chr1,2805550,2806542,rluD
chr1,2806644,2807399,yfiO
chr1,2807659,2808009,yfiA
chr1,2808106,2808160,STM2666
chr1,2808249,2809420,pheA
chr1,2809381,2810296,STM2668
chr1,2810347,2811477,tyrA
chr1,2811478,2812684,aroF
chr1,2812974,2813506,yfiR
chr1,2813485,2814719,yfiN
chr1,2814876,2815242,rplS
chr1,2815264,2816045,trmD
chr1,2816076,2816636,rimM
chr1,2816643,2816900,rpsP
